sign	date	prediction
acuario	2013-01-03	 Tus deseos podrían llegar a los oídos de un superior si se los transmites a la persona adecuada. En vez de lamentarte por lo que te rodea, muestra una actitud activa y no te cierres a nuevas oportunidades profesionales. La situación actual requiere agudizar el ingenio y estar en permanente renovación.
piscis	2013-01-03	 Hoy te mostrarás impulsivo y te guiarás más por tu instinto que por la razón. Esta actitud te ayudará a tomar una decisión arriesgada o a mantener esa conversación con alguien que te intimida. Sabrás desenvolverte bien, no debes temer su reacción.
aries	2013-01-04	 La intensidad será la nota predominante del día para bien y para mal. Serás muy afectivo con las personas que te importan, pero también te enfadarás en exceso por cualquier contratiempo que surja. Hoy serás pura desmesura, muy batallador, pero pronto recuperarás el equilibrio.
tauro	2013-01-04	 Un compañero de trabajo podría mostrarte hoy su peor cara, quizá porque te ve como un rival o porque envidia tu facilidad para relacionarte con el resto de personas. No le des importancia y no entres en sus provocaciones, ya que quedará en evidencia ante los demás por su forma de actuar.
geminis	2013-01-04	 Jornada en general favorable. Te mostrarás sociable y te desenvolverás con soltura ante las personas desconocidas. Desaparecerá cualquier molestia o problema de salud que padecieras en los días previos. No te vuelvas loco con las compras de última hora.
cancer	2013-01-04	 Jornada algo complicada para la salud. Quizá tengas algún problema debido a una alimentación desordenada, y eso es algo que hoy debes evitar por mucho que no te falten tentaciones. Quizá has dejado de lado los consejos y recomendaciones de que te han dado y sufres las consecuencias.  
leo	2013-01-04	 Hoy tendrás que poner todas tus energías para solucionar un problema laboral. No trates de buscar culpables, porque eso te haría perder energías y tiempo y eso no te va a favorecer emocionalmente. No cargues con responsabilidades o conflictos que escapan de tu control.
virgo	2013-01-04	 Aprende a ignorar los comentarios de esas personas que se quejan por todo y que solo transmiten malas vibraciones. Además, analiza si no eres tú una de estas personas. Por otro lado, serán positivos los resultados que esperas, ya sean de una prueba médica o de un examen.  
libra	2013-01-04	 Las cuestiones sentimentales pasarán a un primer plano hoy. Con tu pareja la relación será fluida y existirá una gran complicidad entre vosotros. Buen momento para organizar un viaje o alguna actividad que rompa con la rutina. Los solteros del signo serán el centro de atención en las reuniones sociales.
escorpio	2013-01-04	 Jornada positiva, sobre todo para los nacidos en el tercer decanato. En vez de agobiarte por los contratiempos, te centras en la resolución de los mismos. Con ingenio solventarás un problema que arrastras desde hace días. Afrontas el fin de semana con optimismo.
sagitario	2013-01-04	 En el trabajo no soportarás la falta de organización o, lo que es peor para ti, la improvisación. Trata de mantener la calma pues al final todo acaba saliendo. Tu actitud decidida te hará tomar las riendas ante un determinado asunto. No seas soberbio y ten en cuenta el resto de opiniones.
capricornio	2013-01-04	 Podrías conocer a alguien que te desconcierte por su aura misteriosa. Pocas veces te pasa, pero esta vez no sabrás cómo actuar. Muéstrate como tú eres y descubrirás que tenéis muchas cosas en común. Más adelante esta persona podría decepcionarte porque quizá la habías idealizado demasiado.    
acuario	2013-01-04	 El fin de semana se presenta tranquilo. Quizá te apetezca disfrutar de lo hogareño y concluir las tareas domésticas. Aprovecha para organizar una cena íntima con tu pareja y solucionar ese malentendido que os mantiene distanciados desde hace días. Con los hijos la comunicación será fluida.
piscis	2013-01-04	 No te quedes en casa ya que podrías conocer a alguien que despierte tu curiosidad. Quizá no sea la persona de tu vida, pero por el momento colmará tu existencia. En vez de darle tantas vueltas a las cosas, déjate llevar y disfruta del presente.  
aries	2013-01-05	 Hoy te tomas las cosas con mucha más calma e intentas saborear una oportunidad de diversión e incluso de coqueteo que te sentará muy bien. Pisarás sobre seguro y sobre todo, las sonrisas están aseguradas, aunque no debes pensar que puede tener continuidad. Déjate llevar.
tauro	2013-01-05	 Te enfrentas con alguien que tiene mucha habilidad para darle la vuelta a las cosas, quizá dialécticamente sea más hábil que tu, así que procura cortar rápidamente la discusión y si no llegas a ella y la dejas para otro día, mucho mejor. No te importe su reacción.
geminis	2013-01-05	 Date un margen para volver a un trabajo que realmente no te apetece hacer, hoy podrás disfrutar aún de vacaciones o de esa salida por la noche que estabas planeando desde hace tiempo. Habrá alguien poco conocido que te lo puede hacer pasar muy bien.
cancer	2013-01-05	 Hoy te encuentras más equilibrado y con más orden en lo referente al organismo o a lo doméstico. Pero es posible que alguien aparezca en tu casa por sorpresa y que tengas que ponerle buena cara. Saldrás del paso improvisando una pequeña cena, que al final será agradable.
leo	2013-01-05	 No puedes negar que te gustaría tomarte las cosas de otro modo, pero que hoy te ves obligado a algún compromiso de tu pareja que no te hace demasiada gracia y ante el que vas a tener que poner buena cara. Piensa que tampoco es un sacrificio tan grande.
virgo	2013-01-05	 Vas a recibir un mensaje o un e-mail que te sorprenderá porque no esperabas esas palabras de esa persona. Quizá te hagan reflexionar sobre una decisión que has tomado recientemente, aunque es posible que no des marcha atrás. De todas maneras, piénsalo.
libra	2013-01-05	 La Luna estará menguante en este signo hoy, lo que va a provocar cierto tono un poco melancólico y más si ves que alguien no muestra alegría o entusiasmo por algo que has organizado. En el fondo, sabes que lo has hecho a tu modo y te debes alegrar por ello.
escorpio	2013-01-05	 Sientes hoy la necesidad de cambiar de escenario, de no quedarte en casa, así que vas a ponerte en contacto con algún amigo para organizar un encuentro o una salida, aunque eso sí, mirarás bastante bien tu presupuesto, no vas a tirar la casa por la ventana.
sagitario	2013-01-05	 Los nativos con hijos van a dedicarles mucho tiempo en esta jornada que puede deparar sorpresas o emociones muy entrañables. Sabrán dejarse llevar por una cierta ingenuidad y eso les vendrá muy bien. Todo lo relacionado con la familia tiene un aspecto muy positivo.
capricornio	2013-01-05	 Será una jornada bastante movida en lo laboral, ya que no sería de extrañar una sobrecarga de trabajo. Piensa que aunque sea algo provisional y sin mucha continuidad le irá bien a tu bolsillo. Además, alguien va a valorar mucho cómo te desenvuelves.
acuario	2013-01-05	 Continúas con asuntos o celebraciones de algún tipo hoy. Pero a última hora vas a intentar hacer una pequeña escapada por tu cuenta, aunque sea corta, para ver a alguien que te interesa mucho. La oportunidad será buena para exponer un proyecto o una idea a esa persona.
piscis	2013-01-05	 No dejarás entrever lo que estás pensando a casi nadie, aunque sabrás mantener el tipo y no se notará lo que realmente opinas de un asunto de alguien de la familia con el que no estás muy de acuerdo. Pero no seas ingenuo, en el fondo saben perfectamente que no te parece bien.
aries	2013-01-06	 Una llamada o un mensaje te pondrá de buen humor y elevará tu autoestima porque son palabras de reconciliación o de reconocimiento por alguna acción que has realizado. Debes mostrarte agradecido, eso sabes hacerlo muy bien cuando quieres.
tauro	2013-01-06	 Es muy probable que tengas a la vista un viaje, quizá de regreso, que no te apetece demasiado, pero es importante que no corras ningún tipo de riesgo con él, así que procura vigilar bien todos los detalles, mirar los billetes o el estado del automóvil antes de salir.
geminis	2013-01-06	 Clara tendencia hoy a la tranquilidad y a estar en tus cosas o simplemente no hacer nada especial. Quizá tu organismo esté claramente diciéndote que necesitas una pausa para seguir adelante. Aprovecha para dormir más y cuidar esos aspectos más personales de tu imagen.
cancer	2013-01-06	 Carácter contenido hoy, no dejarás que ningún gesto delate lo que estás pensando, sobre todo si acudes a esa reunión familiar que ya te está empezando a parecer excesiva y más si es con la familia política. Pero nada te alterará y lo llevarás bastante bien.
leo	2013-01-06	 Has de dar un paso para que una relación de amistad vuelva por sus cauces y funcione otra vez con fluidez, como siempre. Reflexiona sobre los últimos acontecimientos y verás que tienes bastante responsabilidad sobre ello. No te quedes anclado en tu orgullo.
virgo	2013-01-06	 Disfrutarás de una jornada bastante apacible, y es muy probable que aproveches una última jornada de vacaciones para hacer una visita o para ocuparte de algún asunto relacionado con una propiedad. El aire libre te sentará muy bien, respirarás hondo.
libra	2013-01-06	 Habrá cierto ruido o agitación a tu alrededor, pero no obstante vas a disfrutar de ello y más si hay niños cerca. Te traerán recuerdos de tu niñez y será algo reconfortante emocionalmente. No te importará que eso altere tus horarios y estarás dispuesto a cambiar tus planes.
escorpio	2013-01-06	 No dejes que hoy las emociones suban y bajen como una montaña rusa. Es cierto que pensarás en varias personas a al vez y que ese juego de seducción te tienta y te dejas llevar por él. Pero en el fondo sabes muy bien cuál es tu lugar en todo ello.
sagitario	2013-01-06	 El ritmo de las emociones será bastante inesperado hoy y puede que más intenso de lo que te imaginas. Hay cambios en ellas y alguien te puede plantear un compromiso mayor que te pillará desprevenido. No sientas miedo, no se trata de ningún precipicio amoroso, es algo lógico.
capricornio	2013-01-06	 Hoy te darás cuenta de que necesitas pocas cosas para vivir bien y que quizá ciertos caprichos no son necesarios. Eso es un aspecto positivo en el que vas a ir profundizando poco a poco y que te va a traer a lo largo de este año muy buenas bases para avanzar.
acuario	2013-01-06	 Muchos nativos del signo sentirán hoy la necesidad de romper con muchas circunstancias o costumbres a las que han estado demasiado atados estos días. Su carácter poco tradicional estará hoy en alza, así que van a ir muy por libre, sin importarles nada lo que piensen de ellos.
piscis	2013-01-06	 Hoy te vas a mantener muy en contacto con una persona que te está interesando desde hace tiempo, y es el momento ideal de tener un detalle con ella. Quizá no sea nada material, será algo que se te da muy bien hacer y que sabes le gusta, probablemente relacionado con lo artístico.
aries	2013-01-07	 Sabrás hoy que ha llegado el momento para recuperar un viejo sueño o un proyecto que te hace ilusión. Es cierto que necesitas cierta cantidad para ponerlo en marcha, pero te propones ahorrar para ello y eso necesita tesón. Alguien puede darte un buen empujón.
tauro	2013-01-07	 No te detengas a pensar que las cosas pueden ir a peor, porque necesitas las energías para seguir adelante y esa especie de incertidumbre que hoy te da vueltas por la cabeza no es lo que más te interesa. Proponte vivir el día a día más en este año que comienza.
geminis	2013-01-07	 Si aún disfrutas de un periodo de descanso, no dejes que este día pase sin hacer algo distinto, y sobre todo, sin pensar en esas posibilidades que se abren ante ti, aunque tengas que cambiar el chip y volver a estudiar o aprender algo nuevo. Investiga en tus propias capacidades.
cancer	2013-01-07	 Saltarás de una cosa a otra y querrás atender todas las llamadas o dar gusto a todo el mundo a tu alrededor. Pero eso no es buena idea, así que procura ir seleccionando lo que realmente te apetece hacer a ti, sin que nadie te presione ni te manipule.
leo	2013-01-07	 Los gastos que hagas hoy serán una inversión a largo plazo, así que piensa muy bien en lo que te vas a meter porque no será fácil dar marcha atrás. Consulta con alguien que tenga experiencia o sea de fiar, no te quedes con la primera opinión, será muy importante en el futuro.
virgo	2013-01-07	 Sabrás guardar un secreto y si te preguntan por un asunto que salpica a un amigo no contarás todo lo que sabes y harás bien en actuar de esta manera. Le vas a ahorrar disgustos y será una manera de poner paz en un asunto algo turbulento, desagradable.
libra	2013-01-07	 Tu energía, aunque no estará a pleno rendimiento aún, va a ir incrementándose paulatinamente y vuelves hoy a plantearte seguir llamando a puertas o buscando contactos en cuestiones laborales. Puede que se haya acabado un trabajo o una etapa, pero comienza otra, aunque sea muy diferente.
escorpio	2013-01-07	 Puede haber algún pequeño contratiempo o retrasos en pagos. Es cierto que lo económico no es lo que mejor funcionará hoy, pero también es cierto que no te debes quedar quieto y te conviene presionar algo más, aunque de manera educada, conciliadora, pero firme.
sagitario	2013-01-07	 Hoy sentirás la necesidad de que alguien te proteja, te ayude a superar un bache o una pérdida de alguna clase, probablemente relacionada con lo profesional. Aunque te parezca una debilidad, coge el teléfono y pide esa ayuda, porque en las debilidades también se puede demostrar fortaleza.
capricornio	2013-01-07	 Estarás dispuesto a echar una mano a alguien que busca trabajo y que cuenta contigo para que le busques un contacto o le procures una entrevista. Piensa que tampoco te juegas nada importante al hacerlo y que en definitiva tu, en este momento, estás en una posición ventajosa.
acuario	2013-01-07	 Si tienes socios o compartes negocios de alguna clase, hoy será un día clave para reunirse con ellos y sentar las bases de lo que hay que hacer a partir de ahora. Expón tus ideas sin temor, porque en el fondo te conviene ser sincero, así observarás sus reacciones y podrás actuar mejor.
piscis	2013-01-07	 Tu atención debe estar centrada hoy en el hogar, en esas cosas que hacen más agradable la vida a los demás y aunque eso te cueste un poco de esfuerzo, tendrás que dejar de lado tus pequeños egoísmos o caprichos, en especial si tienes hijos. Uno de ellos, además, te ayudará en algo con mucho interés.
aries	2013-01-08	 Quieres comenzar el año con la mejor de las intenciones y sin dejar que los acontecimientos te pongan de mal humor. Ese es un trabajo en el que te vas a empeñar con afán y tesón, de ese que los Aries sacan cuando realmente persiguen un objetivo. Lo conseguirás.
tauro	2013-01-08	 Una experiencia reciente, quizá durante un viaje, te ha dejado impactado y te ha hecho replantearte algunas cosas importantes. Seguirás pensando en ello con fuerza e incluso cambiarás cierta manera de ver tu entorno o de tu manera de gestionar tus recursos, tu economía.
geminis	2013-01-08	 Estarás bastante ocupado, porque debes resolver esos asuntos, quizá burocráticos y un tanto aburridos que has dejado aparcados. Pero debes insistir en ellos ahora, con tiempo, y sin dejarlo todo para el último momento, en especial si se trata de dinero o cuentas.
cancer	2013-01-08	 Vas a esquivar una conversación y quizá no le cojas el teléfono a alguien con quien no te apetece nada hablar hoy. Harás bien, porque no te traería satisfacción ninguna ya que puede echarte en cara algo en lo que no lleva razón. Deja que pase un poco de tiempo, se le pasará.
leo	2013-01-08	 Quizá deberías pararte a pensar porqué alguien parece haber empezado una nueva manera de enfocar las cosas o en concreto la relación contigo, es parte de su evolución y la debes de aceptar. Pero evalúa bien el pasado común y lo que puedes mejorar a partir de ahora.
virgo	2013-01-08	 Vas a sentirte muy satisfecho con los resultados de algo relativo a tu salud que estabas esperando con algo de nerviosismo. Ahora verás que todo eso mejora y te alivia, ya que recuperas fuerzas porque la evolución es positiva. Tu humor cambia, va siendo mucho mejor.
libra	2013-01-08	 No correrás ningún tipo de riesgo hoy, sobre todo en lo que tenga que ver con papeleos o trámites, pero tendrás que ajustarte ya a nuevas reglas, tenlo muy en cuenta para no cometer errores. Si tienes dudas, busca información fiable, la encontrarás sin dificultad.
escorpio	2013-01-08	 Ese propósito que has hecho al comenzar el año de tomarte las cosas con un espíritu menos tremendista es muy positivo. Hoy tendrás ocasión de comprobarlo en algo profesional. No te van a afectar tanto las actitudes distantes o interesadas de ciertos compañeros.
sagitario	2013-01-08	 A veces te resulta complicado llegar al fondo de lo que piensa tu pareja porque quieres conocerlo todo de ella y eso no es nada fácil. No caigas en una obsesión por saber lo que tiene en su mente. Quizá sea cuestión de darle más espacio para sus aficiones, más autonomía.
capricornio	2013-01-08	 Sentirás cierta inclinación hoy a dejar alguna cosa laboral aparcada, porque volver a ponerte manos a la obra no es lo que más te apetece. Pero ten cuidado con dejarlo demasiado de lado, ya que luego te va a suponer horas extras de trabajo o incluso dormir o descansar menos.
acuario	2013-01-08	 Disfrutarás hoy de un alto nivel de sensibilidad para apreciar algunas cosas buenas que te han sucedido, pero debes compartir esos momentos con más generosidad. Alguien te lo va a hacer ver y no debes reprochárselo. Por otra parte, hoy puede que andes algo cansado, vigila no excederte en nada.
piscis	2013-01-08	 No debes quedarte parado si ves que no recibes una respuesta positiva en un asunto laboral o si estás a la búsqueda de él. Llama a otra puerta sin desfallecer ahora. Cuando quieres, sabes ser muy insistente y te da buenos resultados. Son tiempos duros y lo sabes, pero debes seguir en la brecha.
aries	2013-01-09	 Vas a tener que decidir lo que quieres hacer respecto a un tema de salud, porque a pesar de las opiniones profesionales, la última palabra la tienes tu. Acertarás en lo que decidas hacer, pero no estaría de más que pidieses una según da opinión. No te faltará valentía.
tauro	2013-01-09	 Vuelves a la carga, a retomar una conversación que has dejado de lado por las vacaciones, quizá con un superior o alguien en quien no confías. Estarás muy acertado en lo que vas a exponer y eso significa que van a tener en cuenta tus peticiones, ganarás respeto.
geminis	2013-01-09	 No quieres verte mezclado en un asunto entre amigos o compañeros que te parece algo turbio. Llevas razón, hay informaciones que desconoces y que son oscuras y es mejor que te quedes al margen. Tampoco te conviene que sepan tus opiniones en temas sensible o políticos.
cancer	2013-01-09	 Será una jornada en la que te costará concentrarte en tareas que requieran mucha atención, así que lo mejor que puedes hacer es no ponerte a prueba, descansa, distráete con algo de lectura o cualquier cosa que no sea demasiado complicada. Piensa en el presente.
leo	2013-01-09	 No estaría de más que te ofrecieras a ayudar a una persona que necesita compañía o un punto de vista diferente en asunto muy personal. Busca tiempo para hacerlo hoy y no pongas excusas poco creíbles. Por otra parte, sentirás la necesidad de cambiar algo de tu imagen.
virgo	2013-01-09	 Has dejado atrás una parte de tu pasado, porque no se ajusta a cómo te gustaría que fueran las cosas y no lo puedes cambiar, pero sí es cierto que buscas un alejamiento de todo eso. Probablemente te traerá paz mental realizar una especie de limpieza interior y mirar con otros ojos al futuro.
libra	2013-01-09	 Ir a la raíz de un problema familiar será la mejor manera de encararlo. No te quedes a la expectativa y toma partido. Tu sinceridad será hoy la mejor de tus armas a la hora de poner en claro la situación. Puede que te intenten convencer, pero debes actuar con independencia.
escorpio	2013-01-09	 Tu espíritu se tranquiliza hoy mucho en lo emocional, aunque no vas a poder evitar que alguien esté muy pendiente de ti y quizá recibas demasiadas llamadas o toques de atención. No te agobies por eso, es que alguien tiene una fuerte dependencia de ti.
sagitario	2013-01-09	 Tu tendencia de hoy será muy hogareña y preferirás no estar en medio de una reunión social, a pesar de que alguien te va a insistir. No será tu día más hablador, así que busca tu rincón preferido para estar lo más a gusto posible. Los demás lo comprenderán perfectamente.
capricornio	2013-01-09	 Te conviene hacer una llamada a alguien que tiene poder y que te puede facilitar un contacto importante. Encontrarás pronto una respuesta afirmativa a esa petición. No vivas con ansiedad el momento de una entrevista o de expresarte por escrito, opta por la sencillez y la claridad.
acuario	2013-01-09	 Deja de lado la desconfianza que mantienes con una persona que en el pasado te apoyó bastante y que no está reaccionando de igual manera. Quizá no pueda hacerlo igual en este momento porque esté bajo ciertas presiones y debes de ser flexible con eso.
piscis	2013-01-09	 Hay alguna clase de turbulencia sentimental y es posible que eso influya a la hora de tomar una decisión que tiene que ver con un viaje. Se lo más realista posible, pero no te iría mal correr algún pequeño riesgo, invita a esa persona a ir contigo. Puede ser un momento inolvidable.
aries	2013-01-10	 No pienses en lo que no ha sucedido todavía y que podría ser negativo en asuntos profesionales, no tiene sentido. Vive el día a día, porque te interesa más y en esos momentos cotidianos valora lo que tienes de bueno a tu alrededor. Alguien te da una buena noticia.
tauro	2013-01-10	 Hoy descubres el camino que pisas con una persona que puede hacerte algún daño profesional al intentar colgarse una medalla. No te quedes parado, reacciona ya, aunque te cueste cierto esfuerzo o tengas que decir algo contundente. Al final, saldrás ganando.
geminis	2013-01-10	 No es el momento de dar marcha atrás en esa nueva actividad que te has propuesto hacer. Es cierto que implica algún gasto, pero sabrás ahorrarlo de otro lado y los beneficios que vas a obtener, ya sea en lo físico o en lo psicológico serán muy rentables.
cancer	2013-01-10	 No te tomes a mal las palabras de un desconocido si tienes que hacer algún tipo de trámite, simplemente haz que no las oyes e insiste en tu petición con energía, aunque sin tensión o palabras altisonantes. El lenguaje educado, pero firme será el mejor recurso.
leo	2013-01-10	 Es importante que hoy sepas ser lo más discreto posible con un asunto afectivo de un amigo y no traiciones su confianza en ti. Podrías perjudicarle más de lo que crees, así que no digas más de lo necesario. En lo referente a la salud, hoy habrá un avance positivo, recuperas fuerzas.
virgo	2013-01-10	 Necesitas planificar las cosas con mucho tiempo y calma, no te agrada mucho la improvisación, así que hoy vas a rechazar un plan que te propondrán a última hora porque te parece que no saldría bien y no te apetece correr el riesgo. Pero a lo mejor pierdes una oportunidad de ocio.
libra	2013-01-10	 Un poco de buen humor no te vendrá mal, así que no dejes de coger el teléfono y hablar con esa persona que mira la vida con optimismo. Será una auténtica medicina para tu espíritu porque te hará reflexionar y quitarle importancia a algún tema afectivo que te está afectando.
escorpio	2013-01-10	 Te llamarán para que des tu opinión en un tema familiar en el que tendrás que intervenir, quizá llamando a otros implicados. Plantéalo con inteligencia emocional, con empatía e intentando comprender todos los puntos de vista. Seguirán tus consejos y lograrás acuerdos.
