escorpio	2012-01-04	 Es un buen día para retomar contactos o para charlar relajadamente con alguien que te interesa si necesitas información para mover ficha en el trabajo o para buscar una salida a un proyecto. Es un camino que debes ir construyendo poco a poco, con estrategia.
sagitario	2012-01-04	 Hallas una forma de hacerte la vida más fácil en algo relacionado con propiedades o con un negocio alejado de tu lugar habitual. La tecnología será muy útil para eso y la sabrás aprovechar muy bien en tu beneficio. Pide toda la información que necesites.
capricornio	2012-01-04	 Tendrás sorpresas agradables e incluso demasiados compromisos o llamadas de personas que cuentan contigo para reuniones o eventos. Selecciona bien para no exigirle demasiado a tu organismo y caer en un cansancio poco favorecedor.
acuario	2012-01-04	 Consigues estar más tranquilo y pasar un día sin pensar demasiado. Sabrás buscar alguna distracción que te aporte ideas imaginativas o simplemente, te relaje. Tampoco te vendrá mal una conversación telefónica con alguien optimista, que vea las cosas con esperanza.
piscis	2012-01-04	 Como no te falta la imaginación, hoy la utilizarás para cambiar el curso de una charla que te podría poner en un compromiso con una persona que no es de tu agrado. Salvarás la situación con mucha habilidad, ya que saldrá a relucir esa dulzura que tan bien sabes utilizar a veces.
aries	2012-01-05	 Haz las cuentas oportunas para no excederte en algunos gastos por compromiso o por quedar bien. Piensa lo que los demás, sobre todo ciertos familiares, te dan a cambio y comprenderás que no es conveniente ser tan generoso con algunas personas.
tauro	2012-01-05	 Pondrán a prueba tu lealtad, pero como sueles ser bastante fiel por naturaleza, saldrás airoso. Una conversación mezclada con ocio será gratificante en lo afectivo. Sentirás cerca el cariño o la complicidad de alguien en la que te apoyas, ya sea la pareja o un familiar.
geminis	2012-01-05	 Se abren nuevos campos de interés y disfrutas hoy de todo lo que signifique novedad o avance de cualquier tipo, en especial lo relacionado con nuevas tecnologías. Es algo que va a atraer tu atención y a lo que dedicarás buena parte de tu tiempo y no te gustará que te interrumpan.
cancer	2012-01-05	 Aprecias muchas mejoras en asuntos de salud, ya que te sobrepones a ciertas molestias musculares o dolores de cabeza que se estaban poniendo rebeldes. Pasan hoy y eso te dará más energía y ganas de charlar o de estar en contacto con amigos o con niños.
leo	2012-01-05	 Hoy eliminas de tu pensamiento esas pequeñas cosas que no te gustan de lo que ves a tu alrededor e incluso estas dispuesto a perdonar los defectos de amigos o pareja. Te animas a participar en una reunión a la que no te apetecía asistir, aunque al final lo harás.
virgo	2012-01-05	 No es propio de ti dejar todo para el último momento, pero tendrás que ceder en algunos aspectos con la familia si quieres que todo funcione y más si hay un viaje u otro proyecto de ocio de por medio. Te llegan noticias de alguien a quien aprecias mucho, y te alegran.
libra	2012-01-05	 Te darás una tregua para solucionar un asunto de papeleos o de cambio de domicilio, aunque lo tienes en mente y puede que hoy no dejes de pensar en ello. Háblalo con alguien de confianza que te puede dar alguna sugerencia interesante.
escorpio	2012-01-05	 Convéncete de que no pasa nada si hoy decides no terminar algo que tienes entre manos y lo dejas para mañana. Ese descanso mental es muy necesario, porque el tiempo que vas a recuperar hará que te sientas liberado y más si te dedicas a cuidar tu imagen o tu cuerpo.
sagitario	2012-01-05	 Debes prestar atención a tu faceta menos positiva en cuanto a las exigencias con los demás. No insistas tanto en los quehaceres domésticos aburridos, ya que si te pones muy pesado con alguien cercano, puedes dar lugar a discusiones poco recomendables.
capricornio	2012-01-05	 Tendrás buenas noticias que darle a una persona que colabora contigo en algún proyecto o trabajo y que sabes se las merece de verdad. Estarás muy contento con ser tu el mensajero de esas nuevas que ayudan a mejorar su vida y a la vez te evitan problemas o enfados posteriores.
acuario	2012-01-05	 Talante relajado en todo lo que emprendas hoy, a pesar de que encontrarás ciertas críticas en la familia a algunas de tus costumbres. Tómatelo con mucho humor y no te afectarán, porque si te das por ofendido y piensas en alguna manera de tomarte la revancha, acabarás frustrado.
piscis	2012-01-05	 No sabrás negarte a algo que le hace mucha ilusión a tu pareja o a un capricho romántico o sensual que hace tiempo te pide. Déjate llevar por esas sensaciones nuevas y renueva los vínculos afectivos. Todo será mucho mejor de lo que te imaginas y gozarás.
aries	2012-01-06	 Te interesará hoy hacer un alto en el camino y no verte obligado a ningún compromiso, pero eso será un poco difícil. Pon buena cara y sonríe, eso te ayudará a esquivar el aburrimiento y mejor aún si visualizas situaciones divertidas o metas que signifiquen gratificaciones morales.
tauro	2012-01-06	 No podrás resistir la tentación de saltarte la dieta, aunque sabes que no te conviene, pero te dejarás llevar por esos capricho gastronómicos propios de la fecha. Hazte la promesa de volver a la buena senda alimenticia cuanto antes. No olvides hacer ejercicio.
geminis	2012-01-06	 Los más jóvenes del signo verán a su alrededor ciertos síntomas de duda con respecto a sus actitudes, en especial con algunos amigos con los que pueden surgir discusiones o problemas. Explica claramente lo que deseas, pero sin ser brusco y tendrás oportunidad de arreglar la situación.
cancer	2012-01-06	 Alguien te va a hacer un regalo que te hará mucha ilusión y no por su valor material, sino porque no lo esperas y te sorprenderá agradablemente. Déjate mimar, ya que te lo mereces más de lo que crees y ahora te lo demuestran. Tampoco rechaces un favor que alguien se empeña en hacerte.
leo	2012-01-06	 No te pongas triste si ves que se acaba un tiempo de asueto o un viaje en el que te lo has pasado muy bien. Acepta que es así y piensa en lo mucho que estás disfrutando y en la energía que te han proporcionado esos momentos lúdicos. Todavía te quedan más oportunidades de diversión.
virgo	2012-01-06	 Combinar ciertas aficiones intelectuales o culturales con algo manual es una buena fórmula para sentirte a gusto con lo que haces. Aumentan los espacios propios, aquellos en los que desarrollas tu creatividad o te sientes más libre, sin ataduras de ningún tipo.
libra	2012-01-06	 La suerte va a estar a tu lado hoy y te facilita pasar un día agradable, sin sobresaltos e incluso con tiempo libre para alguna de tus aficiones o para descansar. No permitas que el pesimismo de alguien cercano te afecte. Hoy podrás liberarte de mucha negatividad.
escorpio	2012-01-06	 Valora lo que tienes de bueno en tu presente, sin añorar lo que se ha ido en cualquier sentido, aunque hayas perdido poder o privilegios. Aún posees muchas cosas importantes y sabes perfectamente que tienes la capacidad de renacer desde lo negativo si te lo propones.
sagitario	2012-01-06	 Tienes planes animados para esta jornada en la que estarás muy interesado en aparecer con una ropa o un arreglo especial que beneficiará tu autoestima. Deja que los demás te contemplen y recibe de buen agrado las miradas que sin duda no te faltarán.
capricornio	2012-01-06	 Hoy será un día con cierto ajetreo, pero no te va a importar porque significa que puedes hacer a alguien muy feliz, aunque eso signifique un trabajo doméstico añadido o descansar menos. Procura ser generoso, aunque con cierto control del dinero.
acuario	2012-01-06	 Si estás esperando a encontrar a alguien que te atraiga o una nueva relación, debes estar muy seguro de lo que haces y dispuesto a enmendar el pasado con el presente. Hay riesgos de que algo que hiciste antes, alguna actitud negativa, se pueda repetir.
piscis	2012-01-06	 No te entusiasmes demasiado pronto con un proyecto o idea solidaria o de ayuda a los demás que te pueden proponer. Deja claro qué parte te corresponde hacer porque alguien podría aprovecharse de tu solidaridad o de tus buenas intenciones.
aries	2012-01-07	 A menudo te sientes diferente de lo que te rodea y es porque los Aries son un signo de ruptura, de avance y de lucha. Hoy sentirás muy hondo ese sentimiento, pero lo más importante es que te descubras a ti mismo, sin pensar en nada ni en nadie más.  
tauro	2012-01-07	 Hay alguien que intenta influir en tu vida y hacerte cambiar de idea o llevarte a posiciones más ventajosas para esa persona que para ti. No es momento de caer en la ingenuidad, y eso no significa desconfianza total, pero sí un cierto grado de precaución.
geminis	2012-01-07	 Disfrutas de los últimos días de asueto y querrás exprimirlos al máximo, lo que no es mala idea si lo haces con una cierta organización y sin excederte en nada e incluso piensa en que parte de este tiempo libre te vendría bien para dormir más, descansar.
cancer	2012-01-07	 Te darás cuenta de que no es imposible adaptarte a nuevas costumbres o a ciertos gustos de tu pareja que no te eran habituales. Pero ese esfuerzo que haces te traerá buenos rendimientos en la relación, en especial si necesitas un poco de pasión renovadora.  
leo	2012-01-07	 Estarás inspirado para atender a esos pequeños detalles que sabes le hacen la vida agradable a la pareja o a alguien a quien aprecias mucho. No te va a faltar imaginación para disfrutar de la jornada que será más intensa de lo que esperas, pero muy divertida.
virgo	2012-01-07	 No es propio de los Virgo vivir en un mundo de fantasía irreal y es un peligro que, sorprendentemente, pueden correr hoy con la tecnología o con la tentación de fantasear sobre el futuro. Deberán estar más atentos a la realidad para no sufrir decepciones.
libra	2012-01-07	 Ciertas obligaciones familiares no resultarán tan agobiantes como en días pasados. Vas a tener la suerte de cara y muchos proyectos que te hacen bastante ilusión, se harán realidad antes de lo que esperas. No te impacientes, todo llega en su tiempo oportuno.
escorpio	2012-01-07	 No te obsesiones hoy con los pequeños achaques que puedes tener porque eso no hará más que empeorarlos. Intenta distraerte con conversaciones ligeras o con entretenimientos sencillos que aparten tus pensamientos de lo puramente físico. Corta de raíz las quejas.
sagitario	2012-01-07	 Medir con más cuidado los favores que le pides a un amigo es algo de lo que necesitas estar muy pendiente hoy, porque estirar la cuerda y ser demasiado insistente con algo puede darte malos resultados y recibir malas caras con mucha facilidad.
capricornio	2012-01-07	 No puedes seguir pensando en negativo sobre alguien que hay a tu alrededor. Los problemas pueden estar derivados de una falta de comunicación. Tendrás la palabra fácil hoy, así que es el momento de no mirar hacia otro lado y encarar esos temas espinosos.
acuario	2012-01-07	 Continúas pensando en los asuntos afectivos y te gustaría aclarar tus ideas, pero hay elementos que no te dejan hacerlo y eso puede suponer cierta inestabilidad emocional. Tendrás mucho interés en hablar con un amigo y harás lo posible para encontrarte con él.
piscis	2012-01-07	 Una comunicación o una llamada de teléfono te ayudará a resolver esas dudas que aún tienes con un proyecto en el que deseas estar presente, pero que aún tiene demasiados espacios en sombra. Si alguien te pide una cantidad de dinero, no se la des sin cobertura legal.
aries	2012-01-08	 Se acerca la consecución de un objetivo, de una meta que te habías marcado y que te estaba generando ansiedad porque nadie te daba respuestas. Ahora las vas a tener y eso implica algunos cambios en tu vida, pero pronto verás que los beneficios superan a lo que suponen esas variaciones.
tauro	2012-01-08	 Hay alguna posibilidad de que ese acercamiento que intentas una y otra vez hacia una persona que te atrae, de hoy algún fruto. No eches las campanas al vuelo, un romanticismo exagerado o ilusorio, sin contacto con la realidad, no te conviene para nada.
geminis	2012-01-08	 No creas que ciertas acciones egoístas no pasan factura a la larga, porque caerás en un error. No sólo el presente cuenta, también lo que las circunstancias te pueden devolver en el futuro. No te interesa mirar a tan corto plazo. Intenta rectificar y ser más generoso.
cancer	2012-01-08	 Te has propuesto mejorar algunos hábitos relativos a la salud al comienzo del año y cuanto antes empieces, mucho mejor. La fuerza de voluntad no te va a faltar y, de momento, nadie va a conseguir que te apartes de ese camino. No te dejarás tentar así como así.
leo	2012-01-08	 Aunque a veces te gusta mandar en exceso, es cierto que sabes organizar bien lo que hay en tu entorno. Hoy lo harás con brillantez en algún evento social en el que lucirás esta característica tuya, por más que le pese a alguien que te tiene un poco de envidia.
virgo	2012-01-08	 Si tienes una situación familiar complicada o hay enfados de por medio, lo mejor que puedes hacer es alejarte mentalmente de ellos para que no afecten a tu salud. No te interesa llevarte un disgusto por una persona que no ha demostrado ningún interés por ti.
libra	2012-01-08	 Es posible que te encuentres con una persona de la que te has distanciado porque no te ha gustado su actitud contigo. Puede ser en una reunión o por mera casualidad. Actúa con total tranquilidad, sin nervios y controlando la agresividad. Sabrás hacerlo y saldrás airoso.
escorpio	2012-01-08	 Tendrás que prepararte mentalmente para volver a cierta actividad laboral a la que no tienes más remedio que atender. Si tienes dudas que resolver, hoy tendrás tiempo de hacerlo a través de una llamada de teléfono o un e-mail que las resolverá ampliamente.
sagitario	2012-01-08	 No sería de extrañar que tu humor no fuera hoy bueno y que contemplases todo bajo un prisma negativo y con bastante nerviosismo. Busca actividades relajantes que te aparten de situaciones conflictivas o tensas, sean cuales sean.
capricornio	2012-01-08	 Procuras ser discreto en un asunto que implica a varios amigos y aunque te pregunten sabrás estar callado, peo eso no significa que no debas tomar partido y defender a quien realmente sabes que lo merece. Olvida los miedos en este momento.
acuario	2012-01-08	 No te pongas de mal humor si alguien te dice que no a un plan que te habías forjado de antemano, sin contar con esa persona que ahora no estará dispuesta, quizá no por su gusto, a estar contigo. Debes aprender a medir mejor los tiempos de los demás.
piscis	2012-01-08	 No es aconsejable que des demasiadas explicaciones de tus asuntos privados a quienes no sean de tu estricta confianza y lealtad. La información podría llegar demasiado lejos y perjudicar tus intereses. Mide bien tus palabras y con quien te desahogas.
aries	2012-01-09	 Si tienes que hablar con jefes o superiores, traza un plan mental, o mejor escríbelo, antes de decir nada. En todo caso, deja que ellos hablen primero, sin prisa ni agobios. Así sabrás por dónde van las cosas. Utiliza tu confianza en ti mismo, la tendrás.
tauro	2012-01-09	 Regresas a tus actividades habituales y eso te produce algo de aburrimiento, ya que en alguna parte de ellas te gustaría hacer cambios. Pero no es factible ahora. Por el momento es mejor que no te metas en ningún intento de variar lo que tienes. Valóralo.
geminis	2012-01-09	 Si el lado más débil de estos nativos sale a relucir, pueden dejarse llevar por las opiniones de los demás y actuar con poco criterio y dando bandazos. Hay riesgo hoy de esa tendencia, así que es mejor estar alerta y no dejarse influenciar tanto por esa o esas personas.
cancer	2012-01-09	 La Luna llena en este signo va a influir muy especialmente en el sistema nervioso de estos nativos y en los aspectos emocionales. No te tomes nada en serio, échale sentido del humor e intenta protegerte de esos comentarios o acciones que no te gustan.
leo	2012-01-09	 Escucha a tu organismo porque te va a dar las pautas para que le trates mejor y te sientas con energía renovada e incluso alejes esos achaques que ya están casi superados. Mirarás los aspectos más físicos con otra perspectiva más positiva, con buen talante.
virgo	2012-01-09	 No te precipites en demostrar tu valía o tus conocimientos en el trabajo, porque alguien puede interferir en ello y provocarte un exceso de presión o tensiones añadidas que son del todo innecesarias para tu estabilidad. Mejor ir poco apoco y sin presumir demasiado.
libra	2012-01-09	 Aborreces la mala educación o la falta de tacto, y es muy posible que hoy te la encuentres de frente, así que no te lleves un mal rato, intenta pasar de todo esa postura que tanto te desagrada. Al fin y al cabo, no está obligado a escuchar las palabras de alguien que viene con malos modos.
escorpio	2012-01-09	 Hazte el ingenuo para sacar una información que te interesa sobre una persona y que te puede venir muy bien en el futuro en algo relacionado con el dinero, sobre todo si se trata de préstamos o alquileres de inmuebles. Te conviene tener todos los datos.
sagitario	2012-01-09	 No es día para imponer tu criterio, sobre todo en el trabajo, así que no intervengas en decisiones difíciles ni des tu opinión gratuitamente, sin que te pregunten expresamente. Así además, tendrán más datos para hablar en el momento oportuno.
capricornio	2012-01-09	 No escojas sólo lo que te interesa de los demás porque esa actitud no es conveniente ya que te puede poner en evidencia con mucha facilidad. Se precavido y no dejes que la barrera de protección que utilizas para defender lo tuyo sea demasiado alta.
acuario	2012-01-09	 Como buen signo de aire, a veces te dejas llevar por la imaginación y la fantasía y te fijas algunos objetivos fuera de tu alcance. Hoy debes ser más realista y calibrar tus posibilidades en todos los aspectos. No es día de precipitación en nada.
piscis	2012-01-09	 Te has propuesto volver a ciertos ámbitos profesionales para buscar un nuevo trabajo y no es tan fácil como habías pensado, pero no debes detenerte ni un momento y sí buscar la manera de ponerte al corriente, modernizarte o abrirte a otros campos de actividad.
aries	2012-01-10	 No necesitas ir de conquista en conquista para reafirmarte si no tienes pareja estable. Es hora de que te plantees actuar de otra manera más calmada en lo afectivo, ya que esas aventuras no te van a dar lo que buscas y sí algún embrollo o problema que otro.
tauro	2012-01-10	 Si tienes pareja, es probable que la tengas que acompañar a algún sitio que no te apetece mucho porque es algo que no te interesa demasiado. Pero tendrás que hacerlo si quieres evitar una mala cara o que te lo pueda echar en cara más adelante. No será tan desagradable como crees.
geminis	2012-01-10	 Obtienes resultados de un esfuerzo, pero no creas que ya lo has conseguido todo, debes seguir trabajando con orden o lo obtenido se difuminará. Esfuérzate más, aunque te resulte incómodo. Plantéate un objetivo que realmente te compense y será más fácil.
cancer	2012-01-10	 No es tan difícil como crees ponerte en contacto con alguien de tu pasado a quien ahora te apetece ver o saber de él, por lo menos. Utiliza para ello la tecnología, te será muy útil y te dará mejores resultados de lo que crees. No seas tímido y hazlo cuanto antes.
leo	2012-01-10	 Te fías mucho de ti mismo y haces bien porque cuando estás inspirado eres capaz de hilar muy fino y de solventar situaciones muy delicadas. Hoy funcionará este aspecto de tu personalidad que va a ser capaz de aunar criterios dispares para llegar a un fin común positivo.
virgo	2012-01-10	 No digas que no a cualquier invitación a salir y darte una vuelta o conocer algo nuevo, diferente. Te vendrá bien para cambiar tus horizontes, incluso espiritualmente ya que significará que puedas aprender algún conocimiento u otro modo de diversión.
libra	2012-01-10	 Te gustaría que reconocieran el esfuerzo que has hecho en algo y te empeñarás en ello, pero si es con los amigos, no insistas demasiado. Alguien puede ponerte freno porque pensará que es una especie de obsesión poco recomendable y te lo dirá abiertamente.
escorpio	2012-01-10	 Conectarás emocionalmente con una persona que puede convertirse en uno de tus mejores amigos porque ambos tenéis un concepto vital muy similar. Aprovéchalo también para ampliar tu círculo de amistades. Esos contactos te traerán nuevas oportunidades.
sagitario	2012-01-10	 Las creencias de cualquier tipo no son intrínsecamente nocivas si no se convierten en obsesiones o dependencias. Tenlo en cuenta para guiar tu lado espiritual, si es que estás ahora en ese camino de búsqueda. Intenta ser, dentro de lo que puedas, más racional.
capricornio	2012-01-10	 Empiezas a pensar que ciertas responsabilidades, relativamente nuevas, te pesan bastante. Pero no hay marcha atrás y debes saber apreciar lo bueno que te han traído, sobre todo en el plano emocional, y más si está relacionado con los hijos.
acuario	2012-01-10	 No es recomendable que hoy intentes apartar a tu pareja de su círculo de amistad o de su familia, porque eso podría llevarte a un enfrentamiento desagradable. Por mucho que no te gusten algunas de las cosas que ves en esos ámbitos, no dejes que enturbien la relación.
piscis	2012-01-10	 No dejes que nadie te influya con su pesimismo hoy, ya que no es lo que necesitas en este momento. Haz un repaso de lo que tienes, el saldo será positivo sobre todo en lo emocional y espiritual, porque tu círculo de afectos es bastante amplio.
