sign	date	prediction
geminis	2017-01-03	 No sabrás de qué manera se te ha ido el dinero que tenías ahorrado: definitivamente, tienes que hacer algo con tus finanzas. No puedes vivir en esa falta de organización económica que te trae, a veces, algún que otro disgusto. Una buena gestión de la economía es importante.
cancer	2017-01-03	 Tu reincorporación al trabajo te inquieta un poco, pero debes estar tranquilo: todo va a ir bien. Tu deseo de encontrar otro trabajo se verá atendido este año, pero tienes que poner de tu parte. Mientras tanto, da lo mejor de ti mismo con el que ya tienes.
leo	2017-01-03	 Hacer deporte será la mejor opción en un día como hoy en el que las emociones andarán algo revueltas. El ejercicio físico diario que te habías propuesto hacer al empezar el año será importante para ti: no renuncies a ese compromiso interior. Ve paso a paso.
virgo	2017-01-03	 Despertarás de un sueño que será casi como una revelación y no tendrás que hacer nada, absolutamente nada, para que se haga realidad. Solo confía en que las cosas se producirán en el momento adecuado. Eres alguien muy especial: no permitas que te llamen raro.
libra	2017-01-03	 Tendrás que hacer todo lo posible por llegar a un acuerdo laboral que de alguna manera se está resistiendo. Pero eres tú quien no debe bajarse del carro esta vez, sino seguir insistiendo, manteniéndote en tu sitio y comprendiendo que todo es posible en este momento.
escorpio	2017-01-03	 Hay algo que temes que no va a suceder nunca, pero que de alguna manera conecta con un antiguo miedo infantil que no consigues superar. Tenlo en cuenta hoy para que no te condicione ni te impida hacer algo que desearás hacer. Te alegrarás de haber hecho lo que tú querías.
sagitario	2017-01-03	 Destacarás hoy en el trabajo con tu buen hacer y se te reconocerá por ello. No eres consciente de cuánto te valoran en tu empresa. Si estás pensando en pedir un aumento de sueldo, puede ser el momento idóneo. No te andes con rodeos y sé directo. 
capricornio	2017-01-03	 Andas algo apurado económicamente y no sabes qué hacer. En el momento más negro te llegará, sin embargo, un mensaje en el que sentirás claramente qué paso dar para remontar el vuelo. Las instrucciones estarán claras, pero tendrás que ir a por todas. 
acuario	2017-01-03	 Recibirás un regalo con el que la vida te recompensará de un gran esfuerzo que has hecho en los últimos meses. Se acerca una época de nuevas oportunidades: serán tiempos de gozo en los que aprovecharás al máximo tu existencia. La suerte está de tu lado.
piscis	2017-01-03	 Tu lado más seductor embaucará a una persona que hasta ahora no habías conseguido que se fijase en ti. No hay nada que por bien no venga, pero debes andarte con ojo: debes tener cuidado de no confundir sentimientos. Antes de dar un primer paso, aclara tus ideas. 
aries	2017-01-04	 Determinados asuntos del hogar, como podría ser el arreglo pendiente de algún electrodoméstico o una reforma, requerirán ser atendidos cuanto antes. Hoy será el día perfecto para ponerte con ello: el resto de la semana te esperan sorpresas que requerirán buena parte de tu tiempo.
tauro	2017-01-04	 Un sentimiento de tristeza se apoderará de ti en algún momento del día. La causa no estará clara, pero si buscas en tu interior y analizas bien lo que sientes, tendrás la respuesta a un estado emocional que se repite de vez en cuando. Debes buscar soluciones.
geminis	2017-01-04	 Los cambios de humor que a veces experimentas se deben a una herida del pasado que aún no está curada. Eres tú quien debe dar el primer paso en lo que se refiere a un cambio de conducta, pero puedes pedir ayuda. Debes sanar lo que aún te duele.
cancer	2017-01-04	 Una pelea con tu pareja o con alguien a quien quieres te robará la paz y la tranquilidad al menos por unos minutos que se te harán eternos. Practica el autocontrol e inicia una conversación cuando los dos estéis preparados para ello. Demuestra que tienes empatía.
leo	2017-01-04	 Conocerás a una persona especial con la que lo pasarás muy bien pero que guarda un secreto. Tal vez te lo cuente hoy mismo y entonces, cuando eso ocurra, serás tú quien deba decidir si te compensa o no. Lo mejor será que vayas poco a poco: así evitarás decepciones innecesarias.
virgo	2017-01-04	 Encontrarás el camino que buscas si sigues confiando, pero mientras tanto pueden aparecer algunas piedras. Hoy tal vez te encuentres con una piedra pesada, rocosa, que tendrás que apartar con esfuerzo y con confianza, sin detenerte. Tú puedes con eso y mucho más.
libra	2017-01-04	 Una persona algo envidiosa que normalmente quiere para ella cosas que tú tienes te dará la lata hoy de alguna manera no tan sutil. Lo mejor que puedes hacer es ignorarla: no te dejes arrastrar por aquellos que quieren para ti lo que tú no quieres de ninguna de las maneras.
escorpio	2017-01-04	 Los preparativos de la noche de reyes harán que estés algo más nervioso de lo habitual. Organiza y planifica muy bien tu día o habrá tareas importantes que no puedas concluir a tiempo. En el trabajo todo marchará bien, pero un compañero te pondrá en un aprieto.
sagitario	2017-01-04	 Es el momento perfecto para que comience algo nuevo, tal vez una bella historia de amor si es que no estás enamorado. Si lo estás, podríais pasar a una nueva etapa de la relación en la que un compromiso más claro y profundo marcaría vuestros próximos pasos.
capricornio	2017-01-04	 Una historia del pasado volverá al presente precisamente en este momento en que ya la creías superada. El pasado siempre vuelve, pero tú tienes las herramientas para no caer en patrones autodestructivos en los que una vez caíste. No te despistes.
acuario	2017-01-04	 Un malentendido con un familiar traerá cola y podría acabar con la paz familiar por uno o varios días. Lo mejor será pedir disculpas incluso si no estás seguro de ser tú el que ha cometido el error. Todo se aclarará pronto gracias a la intervención de una tercera persona.
piscis	2017-01-04	 Tu propia evolución personal requiere dar un paso más en tu crecimiento interior. Para eso puedes mirar hacia dentro de ti mismo y buscar las respuestas que hasta ahora no te has atrevido a encontrar. No tienes que mirar fuera: nadie puede ayudarte en este caso.
aries	2017-01-05	 La Luna creciente afina tus sentidos y tu capacidad de disfrutar. Será una noche inolvidable y mágica en la que nada resultará como pensabas. Todo puede suceder, pero eres tú quien debe permitirlo. La suerte está echada en relación a un asunto en el que has dado lo mejor de ti mismo. Es hora de recibir resultados.
tauro	2017-01-05	 Ir de fiesta con amigos te dará la oportunidad de conocer a alguien que de algún modo llamará tu atención. Ábrete a lo nuevo que pueda surgir, y no tengas miedo de que determinados sucesos del pasado vuelvan a repetirse. No tiene por qué pasar algo así. Disfruta.
geminis	2017-01-05	 Un problema entre hermanos o familiares te salpicará sin que puedas evitarlo. Trata de mediar para que llegue de nuevo la paz y no te dejes llevar por el mal rollo. Sabes que no es la primera vez que se da en tu familia una discusión que ya empieza a oler mal.
cancer	2017-01-05	 Llegará el momento de la reconciliación después de una discusión amarga y será un momento dulce y armonioso en el que, de nuevo, te darás cuenta de lo que es importante. Hoy no te compliques y ve a lo tuyo: céntrate en el presente, disfrutando de esta noche especial.  
leo	2017-01-05	 El objetivo final que te has marcado es demasiado estresante y al tratarse de una meta exterior te genera mucho estrés. Puedes enfocarte en lo que deseas realmente, que en realidad tiene que ver con tu interior, con el amor, la verdad y la alegría. Date cuenta.
virgo	2017-01-05	 No olvides tener preparado un regalo para alguien de tu familia a quien, hace unos días, se le escapó decir algo que deseaba mucho. Te lo agradecerá y además te verás recompensando de alguna manera. Esta noche surgirá un imprevisto que gestionarás muy bien.
libra	2017-01-05	 Hay algo que te está quitando mucha energía y que de ningún modo es necesario en tu vida. Analiza qué es lo que hay ahora mismo en tu vida que no quieres y luego, simplemente, échalo para siempre. Puedes introducir algunos hábitos saludables que serán muy buenos para ti.
escorpio	2017-01-05	 Un familiar estará en apuros y en tu mano estará ayudarle a salir de un pozo en el que a veces también has estado tú metido. Todo va a ir de la forma correcta, solo tienes que acompañarle, prestarle atención y no juzgarle. Eso sí, tú no tendrás el control de la situación.
sagitario	2017-01-05	 Será una noche en la que las sorpresas, la pasión y la alegría serán las protagonistas de una velada mágica que no podrás olvidar en mucho tiempo. Déjate seducir por todo lo que tienes a tu alrededor, y mira la vida con los ojos brillantes del que la mira por primera vez.  
capricornio	2017-01-05	 Te sentirás triste y decepcionado ante la actitud injusta de alguien de tu familia o de quien considerabas un buen amigo. Tendrás que hablar con sinceridad, pero no será hoy el mejor momento para hacerlo. Espera unos días y sabrás cómo actuar.
acuario	2017-01-05	 No hagas caso a determinadas presiones de tu entorno para que actúes como no deseas. Mantente firme en lo que has decidido pese a que no te comprendan algunas personas cercanas. En realidad, son ellas las que están equivocadas: pronto se darán cuenta.
piscis	2017-01-05	 Cena ligero y evita alimentos tóxicos para que puedas pasar una buena noche y así mañana disfrutar al máximo del gran día que te espera. Si sientes la necesidad de sincerarte ante alguien sobre algo que sucedió la semana pasada, hazlo. No conviene que te guardes secretos.
aries	2017-01-06	 Un amigo te hará un regalo al que en un principio no encontrarás utilidad, pero que luego te servirá muchísimo más de lo que pudieras pensar. Debes conservarlo hasta que sea el momento adecuado. Esta tarde tendrás la oportunidad de disfrutar con los tuyos como hacía tiempo que no lo hacías. 
tauro	2017-01-06	 Será un día lleno de experiencias positivas y emocionantes. Compartirás mucho con una persona de tu familia con la que, desde hace tiempo, no tenías tanta comunicación. Ciertos nudos familiares se están deshaciendo, lo cual es bueno para el mayor bien de todos.
geminis	2017-01-06	 Ser tú mismo hoy será esencial para que salgas del atolladero en el que te verás metido sin quererlo. No debes aparentar ser otra persona para caer bien a todo el mundo. Basta de fingir porque, en realidad, no estás beneficiando a nadie. Pero debes darte cuenta.
cancer	2017-01-06	 Una escapada de fin de semana te hará aprovechar el día festivo aún más. Si no te han regalado nada, hazte un regalo a ti mismo. No tiene por qué ser un regalo muy especial, tal vez se trate de una caricia, algo de tiempo para ti o una actividad que te provoque placer.
leo	2017-01-06	 Te sorprenderán con algo que no esperabas para nada y que te hará muy feliz. La gente que te quiere es mucha, pero a veces no te das cuenta de cuánto amor te rodea. Corresponde a los demás poniendo tu mejor cara, agradeciendo y dando lo mejor de ti mismo. 
virgo	2017-01-06	 Tendrás que esforzarte mucho para cumplir con un compromiso que sabes que, en el fondo, no estás cumpliendo y que es importante para ti. Se trata de algo que te habías propuesto y que ahora, en este momento, lo estás dejando de lado. Rectifica y empieza de nuevo.
libra	2017-01-06	 Será un día lleno de sorpresas que irán más allá de posibles regalos o de objetos materiales. Proponte fluir con el momento presente, y no dejes que nada ni nadie te limite. Por la tarde viviréis en familia una situación especial y maravillosa.
escorpio	2017-01-06	 No debes sentirte triste por no haber recibido algo que te hubiera gustado recibir de manos de una persona especial. Puedes disfrutar del día de hoy y hacer que sea mágico pese a que no salgan, en un principio, las cosas como tú quieres. Sigue adelante. 
sagitario	2017-01-06	 Todo lo que te sucederá hoy será bueno aunque, en algún momento, puedas pensar que no es así. Tendrás que vigilar tu manera de reaccionar ante un acontecimiento que juzgarás en exceso. Ojo cuando vayas caminando por la calle: no cojas el móvil y ten cuidado de no tropezar.
capricornio	2017-01-06	 En el cine al fin verás una gran película que tenías muchas ganas de ver. Habrá un mensaje para ti y para los tuyos, pero no será evidente y tendrás que esforzarte por descifrarlo. Por la noche tendrás una velada romántica en la que disfrutarás al máximo con tu pareja.
acuario	2017-01-06	 Un amigo o familiar te sorprenderá enormemente con un regalo que de ningún modo esperabas y que te hará muchísima ilusión. Hoy lo pasarás muy bien, pero tendrás que reservar tiempo para estar contigo mismo y así ordenar ciertas ideas que vagan por tu cabeza.
piscis	2017-01-06	 De un momento a otro comprenderás una gran verdad que no habías comprendido hasta ahora, y todo cambiará a tu alrededor. Desde ahora serás una persona más sabia en cierto sentido: tu vida cambiará para mejor. Este será un gran año.
aries	2017-01-07	 No tienes por qué preocuparte por lo que aún no ha sucedido y probablemente no sucederá. Limítate a vivir el momento presente y saca el mayor partido de hoy para que puedas disfrutar, amar, divertirte y explorar nuevas posibilidades con las personas que te rodean.
tauro	2017-01-07	 Tienes que encontrar las razones por las que actuaste de una determinada manera para que, a partir de hoy, puedas descubrir cuáles son tus deseos en una cuestión que no está del todo aclarada en tu interior. Un amigo te ayudará a ser más solvente de lo que ahora eres.
geminis	2017-01-07	 No tienes por qué contentar a todo el mundo: tal cosa, además, es imposible. Haz lo que tu creas conveniente y no te obsesiones por algo que sucedió de otra manera diferente a como te hubiera gustado. La vida es un juego apasionante: acéptalo de una vez.
cancer	2017-01-07	 Necesitarás un respiro en tus relaciones más cercanas: ir a tu aire te irá muy bien no solo en el día de hoy, sino también en los próximos días. A veces te dejas absorber demasiado por determinadas personas que no te están beneficiando absolutamente nada.
leo	2017-01-07	 Cierta inquietud interior que viene de lejos podrá desaparecer si haces caso a los consejos de un amigo que sabe más que tú sobre un tema en particular que te preocupa desde hace tiempo. Gestionar las emociones de un modo eficaz es tu deuda pendiente.
virgo	2017-01-07	 Te sentirás muy bien por dentro, a gusto contigo mismo, y eso se reflejará por fuera. Los demás verán cosas en ti que otras veces no ven, y es posible que alguien se fije en ti de manera especial. Podría iniciarse algo nuevo, algo que será bonito y que no podrás olvidar.
libra	2017-01-07	 Entrarás en un ciclo de abundancia económica en el que tus finanzas se verán favorecidas: todo llegará a ti con facilidad, pero una vez que llegue no debes confiarte sino continuar haciendo lo mejor que puedas tu trabajo. La vida es maravillosa, pero debes darte cuenta de ello cada día.
escorpio	2017-01-07	 Te sentirás tentado de criticar el comportamiento de un familiar del que nada sabes, pero será mejor si te muerdes la lengua y tratar de ser amable con él en todo momento. De lo contrario, saldrás perdiendo y te arrepentirás, pero eres tú quien debe decidir.
sagitario	2017-01-07	 Tu poder de seducción llegará hoy a límites que no conocías y una persona a la que tratas de conquistar caerá rendida ante ti. Puede que se inicie una relación amorosa o puede que no, pero sea lo que sea lo que suceda lo más importante es solo una cosa: que lo vivas.
capricornio	2017-01-07	 Tu lado más solitario está pidiendo paso estos días: necesitas espacio para la introspección, para estar a solas contigo mismo y sacar tus propias conclusiones sobre la vida. No tienes que estar todo el tiempo interactuando con alguien. Tú puedes mirar el mundo con ojos nuevos.
acuario	2017-01-07	 La vida te brindará hoy una oportunidad nueva de cambio y de mejora, pero serás tú el que deba aceptar una propuesta que no se parecerá a ninguna otra. Ya es hora de caminar hacia tus propios deseos y dejar a un lado lo que otras personas piensan que te conviene.
piscis	2017-01-07	 Atrévete a dar un paso más con una persona que te gusta y quieres: no dejes que se escape un tren que aún está parado en la estación para que tú te subas. No tiene que repetirse ningún aspecto negativo puesto que sabes controlar esas actitudes que ya no repetirás más. Date cuenta de ello. 
aries	2017-01-08	 En el fondo de tu corazón sabes que no tienes razón en lo que se refiere a una discusión, algo difícil, que se produjo ayer entre tú y uno de tus familiares. Es el momento de rectificar para poder fluir con las circunstancias actuales sin que rija el rencor en ningún momento.
tauro	2017-01-08	 La abundancia significa éxito y felicidad, nunca miedo. Fíjate en tus verdaderos temores porque te darán información de cuáles son tus próximos deseos. Uno de ellos tiene que ver con el ámbito familiar, pero no terminas de darte cuenta de qué es lo que te limita.
geminis	2017-01-08	 Trata de evitar a personas tóxicas en un día que, por lo demás, puede ser extraordinario. No permitas que un comentario de alguien malintencionado pueda arruinarlo. Por la tarde tendrás que resolver un asunto relacionado con el tema económico.
cancer	2017-01-08	 Es hora de tomar las riendas de tu vida, y para ello necesitarás determinación y coraje. No hagas nada que no esté en tu mano, solo camina hacia delante logrando objetivos que estén a tu alcance si te lo propones. El resto vendrá solo. Todo será fácil.
leo	2017-01-08	 Tendrás que tomar una decisión que no puedes aplazar más. Es importante que lo hagas desde el amor, no desde el miedo: solo así serás consciente de qué era lo que te limitaba y qué es lo que te limita ahora. Descubre tu verdadero potencial y actúa de forma acorde a tu propósito de vida.
virgo	2017-01-08	 No puedes huir de todos los compromisos, como parece que haces últimamente. El compromiso más importante es interno, y tú estarás a punto de traicionarte a ti mismo. Si lo haces, las tareas de reparación serán costosas, así que ándate con ojo.
libra	2017-01-08	 Te sentirás solo y tal vez algo triste, al menos por unas horas, pero pronto recuperarás la cordura gracias a un mensaje que te enviará una persona a través de las redes sociales. No merece la pena que caigas en la autocompasión ni en el victimismo.
escorpio	2017-01-08	 La suerte estará de tu lado en un asunto profesional en el que solo te has atrevido a dar el primer paso. No debes ponerte en lo peor: tu actitud, si es negativa, podría atraer los resultados que precisamente no quieres. Esfuérzate por pensar en positivo.
sagitario	2017-01-08	 Tienes que actuar con mucha cautela y dar pasos muy pequeños para acercarte con mucho tacto a un familiar cuyo comportamiento está siendo errático y poco afectuoso. En realidad, esconde un secreto, pero solo te lo contará si le comprendes y te acercas sin juzgarle.
capricornio	2017-01-08	 Pide un deseo al universo y te lo concederá en el momento perfecto, pero debe ser ese deseo que anhelas por encima de todo, no otra cosa. Lo que se desea ardientemente tiene que hacerse realidad y no es posible otra cosa. Confía y camina hacia delante. 
acuario	2017-01-08	 Será un día de máximo relax en el que no te apetecerá nada salvo descansar y estar contigo mismo. No tienes por qué sumarte a actividades que por muy placenteras que sean no te apetece hacer en este momento. Ha sido una semana intensa: el descanso del guerrero es necesario.
piscis	2017-01-08	 Sentirás el deseo de superarte a ti mismo y tendrás la fuerza necesaria para ir a por todas y poder desarrollar todo tu potencial. Eres mucho más valioso de lo que a veces piensas: necesitas aumentar un poco tu autoestima, quererte más, para poder cumplir tus sueños.
aries	2017-01-09	 Nuevas dificultades se convertirán en el reto más importante para ti de este año, pero puedes estar tranquilo: con determinación podrás superar cualquier cosa que suceda. Lo importante es lo que hagas ahora: eres tú quien debe decidir si se mueve, o no, desde tu deseo.
tauro	2017-01-09	 No juzgues y no temas nada: todo puede resolverse en un solo segundo si te pones a ello con determinación. Hay alguien que te ha hecho daño, es cierto, pero ni siquiera esta persona puede entrar en los dominios de tu propia mente. Eres mucho más poderoso de lo que crees.
geminis	2017-01-09	 La práctica de un deporte puede costarte cara: ándate con ojo y elige bien tus compañías y no las sigas ciegamente. Evita comidas excesivas que puedan minar tu energía: hoy necesitarás sentirte pleno y con mucha vitalidad. Dudarás de la veracidad de las palabras de un amigo.
cancer	2017-01-09	 Necesitas distraerte, sin más: ver la televisión, ir al cine o un concierto pueden ser las opciones para salir de la burbuja de pensamientos limitantes que te tiene atrapado en los últimos días. La productividad no es lo más importante, al menos no lo es ahora. 
leo	2017-01-09	 Por diferentes motivos te sentirás pletórico y con mucha energía y los demás te verán radiante. Aprovecha esta ola de optimismo para afrontar algo del pasado que está enquistado en tu interior sin que a veces quieras siquiera mirarlo. Acepta tu sombra.
virgo	2017-01-09	 Lo semejante atrae a lo semejante, así que si quieres orden en tu vida empieza por ordenar tus armarios mentales. Necesitas tranquilidad, reposo y disciplina para poder conseguir tus sueños, sin que haya nada que te limite. No tropieces con la misma piedra que otras veces.
libra	2017-01-09	 No hagas caso del consejo que te dará uno de tus familiares sobre cómo debes afrontar un aspecto determinado de tu vida. Solo tú eres quien debe estar al mando de tu propia vida. Y no debes caer en tontos errores del pasado que te produjeron infelicidad.
escorpio	2017-01-09	 Una noche romántica en la que tu pareja y tú salgáis totalmente de la rutina es todo cuanto necesitáis para recuperar la pasión aún no perdida. Lo mejor está por llegar: disfrutaréis juntos de un camino que será a veces complicado, pero sin duda gratificante.
sagitario	2017-01-09	 Sacarás tu lado más fiero después de presenciar una injusticia que de ningún modo estás dispuesto a tolerar. No hagas caso de los argumentos que se utilicen para tratar de convencerte: esta vez toca que te mantengas totalmente firme, que no vaciles.
capricornio	2017-01-09	 Se acercan cambios drásticos que, sin embargo, serán muy positivos no solo para ti sino también para quienes te rodean. Es importante que actúes con espíritu optimista y que no te dejes arrastrar por algunos mensajes de derrota que compartirán algunas personas cercanas.
acuario	2017-01-09	 Hoy solo tienes que tener una preocupación: disfrutar del momento presente. No hace falta que te escondas de ti mismo, debes afrontar las cosas tal y como son. Sincérate. Y si tienes que trabajar no te esfuerces demasiado: necesitarás energía disponible a la salida.
piscis	2017-01-09	 Controla tus impulsos y no te dejes llevar por lo que no te conviene. Es el momento de descubrir qué es lo que te está limitando y poner remedio. Hoy te verás desbordado emocionalmente en algún momento, pero en realidad el chaparrón pasará pronto.
aries	2017-01-10	 Recibirás un mensaje algo inquietante de un viejo conocido, pero no entenderás del todo qué querrá decirte hasta que pasen unos días. Sigue a lo tuyo y espera nuevas noticias, que sin duda llegarán. En el ámbito doméstico también te espera una pequeña sorpresa. Te gustará.
tauro	2017-01-10	 Desde hoy te tocará darlo todo para solucionar un problema familiar que será pequeño pero que os costará trabajo desenmarañar. Uno de tus hijos, por otra parte, te contará algo que te gustará y sorprenderá a partes iguales. Sea lo que sea, es importante que le prestes tu apoyo.
geminis	2017-01-10	 Sí puedes conseguir eso que te has propuesto, pero no debes perder la fe. Continúa creyendo en ti y descubrirás cuál es tu verdadero potencial. La magia es creer en uno mismo, y tú a veces pierdes la confianza en todo lo que te rodea. Recupera tu poder.
cancer	2017-01-10	 No hay nada que le resulte más difícil a cualquier persona que el conocimiento de uno mismo. Para ello necesitas pasar tiempo en soledad tratando de responder preguntas para las que, algunas veces, no encontrarás respuestas. Sigue tu intuición.
leo	2017-01-10	 Tu salud se verá resentida no tanto por algo puntual que hayas hecho mal sino por un cúmulo de malos hábitos que vienes arrastrando desde hace algún tiempo. Lo más importante es que revises el sueño: estás durmiendo pocas horas. El descanso reparador será esencial en tu vida.
virgo	2017-01-10	 Tu lugar en el mundo eres tú mismo, pero no lo quieres comprender y por eso sigues buscando fuera lo que solo puedes encontrar dentro. Deja de comparte con nadie y limítate a ser la mejor versión de ti mismo, que es la única que será capaz de cumplir su cometido.
libra	2017-01-10	 Tu atrevimiento y perspicacia te darán hoy muy buenos resultados. Conseguirás lo que te propongas tanto en el ámbito laboral como en el personal. Si tienes pareja, será un buen momento para hablar con ella y sincerarte: no te guardes sentimientos.
escorpio	2017-01-10	 No necesitas engañarte a ti mismo por más tiempo. Observar detenidamente tus propios pensamientos y sacar conclusiones que solo tú puedes sacar, será esencial para que continúes este viaje de la mejor manera. Debes ser valiente. 
sagitario	2017-01-10	 No te dejes engatusar por una persona que tienes cerca y que de algún modo está tratando de llevarte a su terreno. No tienes por qué hacer lo que no quieres. Si se trata de un viaje, proponle hacerlo cuando a ti te venga bien o, al menos, llegar a un punto intermedio. 
capricornio	2017-01-10	 Lo que esconde un mensaje o e-mail que recibirás solo puedes descifrarlo tú mismo, nadie más. No te apoyes en tu pareja ni en tus familiares, ni tampoco en elementos externos. Decide tú mismo sobre tu vida. Es esencial que descubras tu camino ahora.
