sign	date	prediction
capricornio	2014-01-02	 Trabajas mucho y te esfuerzas más para sacar adelante todo, y por fin tienes las cuentas bastante saneadas. A pesar del gasto navideño, llegas holgado a final de mes por lo que decidirás aumentar tu patrimonio. Darás muchas vueltas y eso tiene un peligro: que finalmente no actúes. 
acuario	2014-01-02	 Si tienes tiempo libre, date un capricho. No te sientas culpable por dedicarte un tiempo para ti porque necesitas mimarte un poco para afrontar el año que te espera. Tu familia te apoya de manera incondicional así que no tengas miedo a revelarles lo que te pasa. 
piscis	2014-01-02	 Te presentarás voluntario para trabajar horas extras con tal de no estar todo el rato con tu familia. Aunque parezca que no se dan cuenta, nada más lejos de la realidad. Estate preparado porque te podrían pedir explicaciones. Suerte que tienes el trabajo como excusa. 
aries	2014-01-03	 A pesar de que no querrás arruinar la fiesta, no te quedará más remedio que desmentir ciertos rumores que no te gustan nada. Dejas que todo el mundo opine de ti y ya va siendo hora de que les pongas en su sitio. Esos sí, hazlo con ironía y una sonrisa, funcionará mejor.
tauro	2014-01-03	 Aparca cualquier clase de discusión o de petición a alguien que te está esquivando. No es momento de presionar, ya que alguien puede pensar que eres demasiado insistente. Eso no significa que no tengas un detalle, aprovechando las fiestas.
geminis	2014-01-03	 Te lo pasarás bien si tienes niños cerca y disfrutarás de su ilusión e incluso te sentirás un poco niño también. En cualquier caso, va a ser un día agradable con amigos o con personas por las que sientes afecto. Haz esa llamada en la que piensas constantemente.
cancer	2014-01-03	 Ya va siendo hora de que te tomes un día sabático y salgas por ahí a divertirte y olvidarte por un rato de los problemas laborales. No es necesario que hagas un gran gasto, pero estar en la calle, incluso si el tiempo no es bueno, te va a dar sensación de libertad.
leo	2014-01-03	 Estás pensando hacia dónde dirigir tus pasos el fin de semana. Tu mejor regalo de Reyes es, sin duda, una escapada, pero con amigos porque es muy probable que hay algún asunto amoroso que no está funcionando como tu deseas. Si no quieres seguir adelante, no des más rodeos.  
virgo	2014-01-03	 El calor del hogar que estás experimentando estos días te ha venido de maravilla para recuperar la autoestima. En el trabajo todo seguirá su curso y no debes temer los acontecimientos. Estás preparado para ello. En lo económico, no conseguirás ahorrar pero tampoco te quedarás en números rojos. Equilibrio. 
libra	2014-01-03	 Tu generosidad aumentará durante estos días. Tendrás la necesidad imperiosa de realizar una obra benéfica o solidaria con personas que están más cerca de lo que parece. En casa, tu familia aplaudirá cualquier movimiento tuyo en este sentido. Ponte a ello. 
escorpio	2014-01-03	 La familia, en este momento, significa mucho para ti y ves como últimamente ha surgido algún problema. Si se trata de dinero o es un tema de herencias, defiende lo que es tuyo o te lo arrebatarán. Comienzas el año muy implicado con los más desfavorecidos. Estás muy sensible. 
sagitario	2014-01-03	 Hoy alguien te hará una pregunta un tanto indiscreta. Haz que tu respuesta sea todo lo imprecisa que puedas para que el destinatario se quede pensando un buen rato. Nada mejor que aplicar el refrán: “A palabras necias, oídos sordos”. Así evitarás chismorreos.    
capricornio	2014-01-03	 Quizá no estés atendiendo un trabajo como deberías y eso hoy alguien te lo puede hacer notar, en especial si se trata de una labor que es algo monótona, pero tendrás que pensar que tu has decidido hacerla, que nadie te obliga. Reflexiona sobre esto.
acuario	2014-01-03	 Tendrás que hacerte cargo de una reunión o de llevar la voz cantante en un grupo que está preparando algo relacionado con lo artístico de alguna forma. Ten cuidado de no levantar suspicacias ni envidias. Intenta que todo el mundo tenga su momento de lucimiento.
piscis	2014-01-03	 Sabes que hay una persona que te comprende muy bien y que espiritualmente tiene un nexo contigo y hoy te va a demostrar que te conoce en profundidad. Debes mostrar tu agradecimiento y hacerle ver lo que le aprecias, lo importante que es para ti.
aries	2014-01-04	 Las ocupaciones o las compras de hoy serán algo que te apetece hacer y con las que vas a pasarlo bien, a disfrutar de esos momentos, incluso si hay mucho bullicio a tu alrededor. Pones mucho cariño para agradar a amigos en los que encuentras mucha comprensión.
tauro	2014-01-04	 Dedica un momento a hacer una reflexión sobre cómo te has portado con un amigo al que quizá estás dejando demasiado de lado. Hoy tendrás tiempo para mandarle un whatsupp o un email para que vea que no le has olvidado. Reaccionará positivamente.
geminis	2014-01-04	 Apoyarse en la pareja está bien, pero no como excusa para todo y más de cara a obligaciones familiares en las que se mezclan muchos sentimientos encontrados. Alguien muy cercano se da cuenta de cuál es el juego, así que no te sorprendas si te lo hecha en cara.
cancer	2014-01-04	 Te empeñarás en ver o hablar con alguien que quizá te está huyendo porque no quiere explicarte ciertas cosas de su comportamiento que te han sorprendido o enfadado. Probablemente es un amigo que se ha metido en donde no debía, en tu terreno. Logras decirle lo que piensas.
leo	2014-01-04	 Las aguas seguirán revueltas en lo sentimental, porque no acabas de encajar un comportamiento o la ausencia de un detalle que esperabas. Quizá no el momento idóneo de hablar hoy, porque hay personas alrededor que no deben enterarse de tus problemas.
virgo	2014-01-04	 Esas sensaciones tristes que de vez en cuando tienes y que no sabes muy bien cómo controlar, tenderán a pasar hoy, pero debes potenciar tus posibilidades de abrirte a los demás, así que no dudes en aceptar cualquier invitación o plan que te propongan, incluso alguien poco conocido.
libra	2014-01-04	 Pondrás barreras para hacer algo que te está pidiendo un amigo porque crees que puede ser perjudicial para él y que no le va a aportar nada beneficioso. Si estás convencido de que es así, explícaselo para que entienda tu actitud. Ese modo de actuar te beneficia.
escorpio	2014-01-04	 Tendrás que compartir con la pareja algún momento aburrido o una tarea de la que no podrá escapar y que puede que tenga que ver con las personas mayores que tenéis cerca. No te servirá de nada ponerte de mal humor, así que procura distraerte con otras cosas.
sagitario	2014-01-04	 Te implicarás en preparar algo que tenga que ver con fiestas o con niños, y eso te lleva a sentirte con el corazón ligero porque ver disfrutar a los demás hoy te parecerá algo muy importante que tiene muchas compensaciones para ti y los que te rodean.
capricornio	2014-01-04	 Debes acordarte de las personas que te han apoyado a hacer alguna labor y ser agradecido con ellas. Aunque a veces no eres muy efusivo, hoy debes esforzarte en ello sea de la manera que sea. Así notarás más caras felices a tu alrededor.
acuario	2014-01-04	 Ojo con ciertas extravagancias o deseos de hacer algunas actividades que puedan entrañar riesgos poco controlados, ya que vas a estar muy dispuesto a probarlos. Hazlo, pero calculando bien las consecuencias y con ciertas medidas de seguridad. No lo olvides.
piscis	2014-01-04	 Esas buenas sensaciones de ayer, se extenderán hoy a tu alrededor y serás capaz de mejorar en muchos sentidos. Procura también ver el lado práctico de las cosas y no te quedes sólo pensando en lo que hubiera sido posible. Ponte manos a la obra cuanto antes.
aries	2014-01-05	 Si hoy es tu último día de vacaciones, date el capricho de no hacer nada, de estar a tu aire y de no tener que cumplir con ningún compromiso que realmente no sea de tu agrado. Al fin y al cabo, es tu tiempo y debes gestionarlo como te parezca mejor.
tauro	2014-01-05	 Estarás al tanto de una noticia que te interesa mucho y que puede influir de alguna manera en tus planes más inmediatos. Puede ser por el lado de las amistades, quizá descubras algo que te haga cambiar tu concepto de alguna de ellas y tu actitud.  
geminis	2014-01-05	 Te sumarás a un plan inesperado que en principio no es algo que te apetezca mucho, pero al final le va a sentar estupendamente a tu ánimo y además no te va a suponer ningún gasto extra y eso es algo que también tienes que valorar. Hay influencias positivas. 
cancer	2014-01-05	 No te dejes llevar por un enfado que realmente no te va a conducir a ningún sitio y que sólo te va a suponer aislamiento o un malestar emocional que si lo piensas bien no tiene sentido. Procura que no te afecten los comentarios ni las actitudes erróneas de los demás.
leo	2014-01-05	 Te hace ilusión hacer esa visita que supone solidaridad o los regalos que alguien te hace y que te devuelven a la niñez en alguna medida porque sale a relucir tu espíritu infantil y los buenos recuerdos de la infancia. Lo pasarás bien y disfrutarás de cada momento.
virgo	2014-01-05	 Alguien te pide un esfuerzo más, probablemente en el plano laboral, porque en ese sentido será un día muy ajetreado en alguna clase de negocios. Lo tendrás que hacer, porque en el fondo es bueno para ti y para todos los que te rodean, así que plantéatelo como una suerte.
libra	2014-01-05	 Tratarás un tema espinoso con la familia de una manera bastante inteligente. Sabrás superar ciertos miedos y hoy serás capaz de plantear lo que te interesa sin dejar que los demás sean los que manejen tu vida. Por la noche, harás lo necesario para distraerte.
escorpio	2014-01-05	 Tu carácter temperamental puede traerte hoy un contratiempo con alguien quizá relacionado de alguna forma con lo profesional. Aprovechas un rato de ocio para hablar con esa persona, pero es posible que no os pongáis de acuerdo en un asunto de dinero.
sagitario	2014-01-05	 Tienes en mente un objetivo, algo que debes hacer hoy y que necesitas que salga a la perfección porque sabes que de eso dependerán, en gran parte, más trabajos en el futuro. Pero no debes preocuparte porque vas a quedar muy bien, estarán satisfechos con tu labor.
capricornio	2014-01-05	 Organizas tu día para que esta noche sea muy especial en muchos sentidos, quizá has pensado en darle una sorpresa a tu pareja, hacer o regalarla algo que le gusta mucho y que hasta ahora no habías podido hacer, quizá por motivos económicos.
acuario	2014-01-05	 No dejes nada a medias hoy, porque después te vas a arrepentir, ya que más tarde te puede faltar tiempo para hacerlo y eso te generará tensiones. Esto estará muy acentuado en temas domésticos en los que hay implicadas otras personas que quizá no estén colaborando lo que deberían.
piscis	2014-01-05	 No te cortes si crees que necesitas ayuda, pídela y no cargues con toda la responsabilidad o con todo el trabajo, ya que eso no va a ser valorado en su justa medida. Asumir tu parte está bien, pero los demás también tienen la suya. Deja esto muy claro.  
aries	2014-01-06	 No es que seas demasiado romántico, porque en ti funciona mejor lo pasional y eso hoy estará muy acentuado y tendrás necesidades o deseos en este sentido que vas a poder cumplir. Hay sueños que no están tan lejanos y si no tienes pareja, vas a buscar oportunidades.
tauro	2014-01-06	 Te dejas llevar por tu pareja para poner en marcha un proyecto y te vas a volcar en ello de la manera más sincera y leal. Hay buen entendimiento en ese terreno, pero pon los pies en el suelo si se trata de un negocio familiar y aclara bien las condiciones.
geminis	2014-01-06	 Aunque tu no lo veas, alguien cree que te estás equivocando manteniendo tu postura y poniendo pegas a lo que hacen los demás. Hoy vas a tener la ocasión de rectificar en ese sentido, y es algo muy inteligente, así que te saldrá bien ese cambio.
cancer	2014-01-06	 Hoy te encuentras con una sorpresa inesperada que es un detalle que te va a dejar con muy buen sabor de boca, porque no es lo material lo que vas a valorar y además no te lo esperas de esa persona. Mira a ver si no significa un acercamiento afectivo.
leo	2014-01-06	 Probablemente pones fin a tus vacaciones y eso te pone algo triste o de mal humor porque quizá tienes la sensación de que no las has aprovechado bien. Pero no es cierto, ya que has tenido muy buenos ratos y diversión y ahora debes volver a la rutina.  
virgo	2014-01-06	 Algo puede poner a prueba tu capacidad de adaptación a las circunstancias, porque hay cosas que han cambiado en tu día a día y no te queda más remedio que aceptarlas. Si lo haces desde una postura positiva, optimista y observando lo bueno que tienen, ganarás.
libra	2014-01-06	 Hay aspectos positivos y en clara mejoría en temas de salud que hace algún tiempo arrastras, pero ya vas a recobrar fuerzas y ves que no eran tan importantes y que se solucionan. Esto te hace sonreír y empezar a hacer ciertos planes de ocio que habías pospuesto.
escorpio	2014-01-06	 Hay viajes de regreso, reales o mentales, y eso puede que influya hoy en tu ánimo que quizá no ande demasiado alto. Pero aún así, vas a sentir también cierto descanso, una sensación de libertad y de independencia que ya te estaba haciendo mucha falta.
sagitario	2014-01-06	 Los buenos propósitos de fin de año están bien, pero no es cuestión de ponerse metas que no se pueden cumplir porque son excesivas. Ve poco a poco, a tu paso y sin sentirte presionado. Si trazas un plan meticuloso y realista, lo conseguirás.  
capricornio	2014-01-06	 La amistad hoy debe funcionar en ambas direcciones, así que muéstrate dispuesto a echar una mano en una reunión o incluso dejar un plan que te apetecía por estar con un amigo que lo necesita. Esa generosidad es importante, te devolverán el favor.
acuario	2014-01-06	 Una jornada bastante templada, con ratos de ocio que vas a saber aprovechar bien ya que será algo que te alimentará espiritualmente o que te hará abrir tu mente a nuevas cosas. Si tienes un viaje, estate atento a cambios o alguna complicación de última hora.  
piscis	2014-01-06	 Te dedicas hoy a algo, quizá un deporte o cualquier otra actividad que te va a sentar muy bien porque necesitas estar al aire libre o mover tu cuerpo con mayor energía de la habitual. Todo lo que hagas para mejorar tu estilo de vida, será muy acertado.
aries	2014-01-07	 No te detengas hoy en lo anecdótico, en lo que realmente no va a tener demasiada influencia en tu vida porque no te afecta realmente. Ve algo más a lo tuyo porque a veces te detienes demasiado en los demás y te olvidas de lo más importante. Cuídate emocionalmente.
tauro	2014-01-07	 Alcanzas hoy un punto de inflexión en algo profesional que se venía gestando tiempo atrás. Comenzarás el año con bastante esperanza de culminar algún proyecto, aunque aún tardará un poco. Pero pones mucha carne en el asador y la esperanza de que salga bien.
geminis	2014-01-07	 Ya ves que no te debes empeñar en cerrar ciertos círculos para protegerte de algo que en el fondo es también tu responsabilidad. Procura no engañarte a ti mismo y abre los ojos para ver que si tu no haces lo que debes, otro tiene que cargar con todo el trabajo.
cancer	2014-01-07	 Tendrás que hacer algunos cambios en cuestiones económicas o financieras, y quizá sean bastante farragosos ya que te costará encontrar ayuda para ello. Ten calma y no tires la toalla ante el primer obstáculo. El primer paso es tener claro lo que debes hacer, busca información.
leo	2014-01-07	 Cuidado con alguien nuevo que ha entrado en tu vida y que parece dispuesto a arreglarte un montón de cosas. No es oro todo lo que reluce, no confíes en exceso en él porque puedes encontrarte con algo que hará en su interés y no en el tuyo antes de que te des cuenta.
virgo	2014-01-07	 Lo físico, la salud, es lo que más te va a preocupar hoy, pero algunos pequeños inconvenientes físicos no se van a solventar de golpe. Intenta tener algo de resignación porque se solucionarán con el tiempo. Debes confiar en los consejos médicos y seguirlos.
libra	2014-01-07	 Es probable que no estés demasiado contento con la actitud de un familiar del que esperabas otra cosa en estos días, pero lo cierto es que habías pecado de ingenuo y eso te ha hecho ser confiado en exceso. Piensa que no merece la pena una discusión, sigue tu camino.
escorpio	2014-01-07	 Haces el propósito de ser algo más disciplinado y no dejarte llevar tanto por los placeres que sabes no son demasiado beneficiosos para tu organismo. Es bueno ese cambio de actitud, que te va a llevar a sentirte mejor, con más energía física y mental.
sagitario	2014-01-07	 Retomas una actividad laboral que no te hace gracia, porque en el fondo te gustaría dedicarte a otra cosa, pero eres consciente de que aún no puedes cambiar, así que es mejor que intentes verle el lado más positivo. Pero no olvides que las oportunidades hay que buscarlas.
capricornio	2014-01-07	 No te niegues a pensar en una situación que ya es inevitable. Lo mejor es que cojas las riendas y actúes de acuerdo con tus intereses sin dudar. Hazlo cuanto antes y si debes arreglarla legalmente, ponte manos a la obra. Un amigo te da una buena pista.
acuario	2014-01-07	 Alguien te pedirá ahora un sacrificio por tu parte, algo que te compromete más a estar presente o a invertir tiempo, quizá en un negocio relacionado con la familia. Por otra parte, hoy consigues que alguien valore mucho un paso que has dado para mejorar tu futuro.
piscis	2014-01-07	 Poco a poco vas a saber reconducir una situación de enfado que se ha producido recientemente y que te ha dejado bastante afectado. Lo manejarás bien ahora si consigues que la comunicación no se rompa del todo e incluso si tienes que ceder en algo.
aries	2014-01-08	 La Luna creciente hoy en tu signo contribuye a sacar de ti fuerzas de flaqueza ante cualquier situación difícil que vas a saber llevar con mucha habilidad y templanza. Sabes que puedes resurgir de tus propias cenizas y encuentras motivos para sentirte más alegre.
tauro	2014-01-08	 Te sientes bastante optimista y con ánimos para estar hoy muy inspirado en las relaciones sociales, en los contactos profesionales que te interesa fomentar ahora. Haces una llamada o mandas un mensaje para recordarle a alguien que estás ahí. Funcionará.
geminis	2014-01-08	 No te precipites en abordar una cuestión espinosa hoy en el trabajo y en dar una opinión si nadie te la pide claramente, porque puede ser muy contraproducente, ojo con las palabras, sobre todo con los términos que utilices, pues deben ser muy templados.
cancer	2014-01-08	 Hoy das un paso adelante en la relación con cierta persona de la que te gustaría estar más cerca. Será un movimiento sutil y e incluso tímido, pero funcionará porque llamas su atención discretamente. Pon alguna excusa relacionada con el trabajo o una consulta sobre un tema.
leo	2014-01-08	 Hoy no te va a molestar demasiado esa conversación que alguien te va a pedir que mantengáis sobre un tema común, como pueden ser los hijos o los bienes. Será relajada y podrás manejarla bien, de acuerdo con lo que crees que es más conveniente para todos.
virgo	2014-01-08	 Ojo con ciertas presiones que estarás muy tentado de ejercer a tu alrededor para conseguir tus propósitos, porque no conducirán a nada bueno, y más en la familia. Puede que alguna persona se moleste e incluso muestre su enfado de una manera bastante evidente.
libra	2014-01-08	 Te sientes mejor, más reconfortado, sobre todo por los amigos, ya que uno de ellos te va a traer buenas noticias, algo agradable que te va a hacer sentir muy contento y compartirás esa alegría. Puede que se trate de un nuevo trabajo o de una mejora en él.
escorpio	2014-01-08	 Hay muchas posibilidades de que digas basta a una situación laboral que no te conviene y que ahora va a sufrir cambios que no te interesan. Hazlo con sutileza, con esa estrategia que a veces se te da tan bien utilizar. Estarás muy ágil mentalmente.
sagitario	2014-01-08	 Hoy llevas mejor los asuntos laborales, porque además esta semana no se te hará tan larga y pesada y eso te da ánimos. Además, te queda aún algo que celebrar, algo que has pospuesto por las fiestas. Tendrás ocasión de hacerlo en compañía agradable.
capricornio	2014-01-08	 Hoy será una jornada de transición, de esas en las que puedes tener la sensación de no haber hecho nada práctico. Pero no te debes agobiar, deja pasar el día, porque demasiada autoexigencia no es lo que mejor te va a sentar. Date el gusto de no hacer nada.
acuario	2014-01-08	 Las emociones que hoy tendrás pueden ser de muchas maneras diferentes y quizá con muchos altos y bajos. Esta montaña rusa emocional te puede pasar factura en lo físico, así que intenta equilibrar tu interior cuidando de tu organismo, sin excesos.
piscis	2014-01-08	 Alguien se muestra muy comprensivo contigo y te aporta tranquilidad y afecto. Será para ti un remanso de paz que te va a venir bien después de algunos desequilibrios. Disfrutarás de su compañía y de su conversación y renovarás tu ánimo, tu mundo interior.  
aries	2014-01-09	 Caerse y levantarse es algo natural, así que hoy verás claro que no te vas a dejar arrastrar por los acontecimientos. Te reafirmas en tu manera de ver las cosas con pasión, con fuerza y con una sonrisa por encima de todo. Los amigos te apoyan en tus opiniones.
tauro	2014-01-09	 No debes obsesionarte por la salud, pero tampoco dejar de lado cuidarte algo más. Tras la Navidad, no te vendría mal un poco de cuidado con la dieta, no lo olvides. En cuanto a lo económico, hoy puedes recibir alguna noticia positiva relacionada con ventas o herencias.
geminis	2014-01-09	 Esperas una noticia relacionada con algo legal, una resolución de un bien compartido o de algo que supuso una pérdida importante. No le des demasiadas vueltas hasta que sepas la realidad objetiva, porque hacer demasiadas cábalas no te vendrá nada bien.
cancer	2014-01-09	 No será una jornada pesada, ya que vas a ser muy hábil para quitarte de encima unas tareas engorrosas que no te interesan nada. Comprobarás que has acertado al evitarlas y más si están en relación con una persona que no es de tu agrado. La evitarás.
leo	2014-01-09	 Valoras muy bien el sentido de lo material y evitas ciertos gastos innecesarios, aunque quizá te puedes ver tentado por las rebajas, pero hoy harás compras inteligentes, no caprichos, sino algo que puede mejorar tu hogar o tu calidad de vida. Los afectos, mejoran.
virgo	2014-01-09	 Tienes claro lo que quieres y no te vas a dejar manipular hoy por lo que te digan los demás, aunque es cierto que una persona te dará un buen consejo. Medítalo y ponlo en práctica, ya que esa idea te puede venir muy bien para hacerte más fácil una labor pesada.
libra	2014-01-09	 Antes de hacer esa llamada a un familiar en busca de apoyo en un tema que os afecta a ambos, piensa muy bien la estrategia y busca el entendimiento y el diálogo. Puede que al principio te cueste un poco convencer de tus razonamientos, pero luego conseguirás tu propósito.
escorpio	2014-01-09	 Esperas una llamada de alguien que te hace sentir especial o que aumenta tu autoestima porque ves que siente atracción por ti. Quizá ha estado lejos y ahora llega para reencontrarse contigo. Pondrás a punto tu imagen con mucho esmero y el encuentro será intenso.
sagitario	2014-01-09	 No te vas a entretener hoy en las discusiones o en lo que no te apetezca hacer mucho, pero no podrás evitar tener que perder el tiempo con alguien muy pesado que se empeña en contarte sus problemas o algo en lo que no tienes nada que ver ni que hacer.
capricornio	2014-01-09	 No te agobies si no sale a tu gusto una gestión o si alguien a tus órdenes no hace lo que esperas. Pero no te debes callar, actúa y pon las cosas en su sitio sin alterarte, pero con firmeza y no dejando que otros se enfrenten con el problema en tu nombre.
acuario	2014-01-09	 Hay algo en el ambiente que hoy te afectará físicamente, pero no entres en la obsesión de que es algo grave. Simplemente descansa más, quizá te hayas excedido en la alimentación o en dormir demasiado poco en estos días pasados de ajetreos y fiestas.
piscis	2014-01-09	 Tendencia hoy a soñar despierto, algo que te alejará de las realidades y de lo cotidiano. Retomarás fuerzas espirituales para enfrentarte a ciertos retos que te esperan y para los que sabes que tienes que estar en equilibrio interior, y más si es algo relacionado con lo artístico.
aries	2014-01-10	 La amabilidad y los buenos modales, la empatía, es lo que mejor te funcionará hoy a la hora de conseguir todo lo que te propones. No dejes que se note tu impaciencia y utiliza tu habilidad con la palabra, tu exposición clara será la clave que te abrirá puertas.
tauro	2014-01-10	 Preparas un viaje o una reunión importante de la que esperas obtener buenos rendimientos, pero es imprescindible que estés bien preparado para cualquier pregunta que pueda surgir, ya que alguien querrá examinarte o presionará para ver el nivel que tienes.
geminis	2014-01-10	 Ese buen propósito que te haces para comenzar el año debe pasar por medir tus fuerzas y ver en lo que estás más preparado o eres más hábil. Analízalo todo bien antes de contárselo a nadie, ya que de lo contrario, alguien podría ponerse muy pesado.
cancer	2014-01-10	 Hay en el aire un tema de familia que te vendrá impuesto y que realmente vas a tener que afrontar aunque eso signifique cambiar tus hábitos. Te vendrá muy bien en muchos sentidos, ya que te hará ordenar tu agenda o tu tiempo de una manera más racional.
leo	2014-01-10	 Hoy disfrutarás de esa actividad, con la que comienza el fin de semana, que te gusta y que estaba algo parada estos días atrás, Vas a conseguir que todo fluya bien, que haya armonía y que quien esté a tu lado disfrute mucho contigo. Te renovará el ánimo.
virgo	2014-01-10	 Te muestras más esperanzado y con un humor bastante equilibrado porque notas que hay algo que mejora en tu interior. Las charlas con amigos serán divertidas, lúdicas, con humor y con buen clima. Olvídate de esos problemas laborales por hoy.
libra	2014-01-10	 Das un paso adelante en un asunto de dinero en el que no vas a tener miedo para invertir o apostar por algo que crees será rentable. Mirarás bien las consecuencias, sopesarás los pros y los contras, pero no te quedarás parado. Habrá resultados dentro de algunas semanas.
escorpio	2014-01-10	 Empezarás a pensar que ha llegado la hora de cambiar en algunos aspectos de tu vida. Pero antes de comenzar esa tarea, tendrás que saber muy bien lo que deseas, hacia dónde te diriges y qué vas a dejar atrás, porque en eso pueden verse implicadas personas de tu familia.
sagitario	2014-01-10	 Refrena hoy cualquier atisbo de complejo de superioridad que te puede sobrevenir, ya que no es la mejor manera de solucionar nada, en especial con la familia. No quieras demostrar que has llegado más lejos que otros miembros de ella, ni que eres más listo.
