sign	date	prediction
libra	2011-01-04	Puedes disfrutar siendo mimado por tu pareja, a que te dé la razón en todo, la tengas o no. Te gustará verte consentido como un niño malcriado, pero no te pases con aprovecharte de ella. Su buena voluntad tiene un limite y se dará cuenta que vuestra relación no es equitativa.
escorpio	2011-01-04	No tengas ningún pudor en reconocerlo: el amor es algo maravilloso. Amar te convierte en alguien mejor, transforma tus sentimientos y te convierte en una persona más generosa y bondadosa. Cuando tu corazón te lo pide, eres capaz de hacer grandes esfuerzos.
sagitario	2011-01-04	Con un poco más de práctica te vas a convertir en el as de los juegos de mesa. El azar va contigo y juega a tu favor. Sopla con un viento muy provechoso para convertirte en un gran jugador. Está bien que lo practiques como un hobby pero no permitas que te enganche.
capricornio	2011-01-04	Hoy necesitas mimos y arrullos a granel. No quieres que te lleven la contraria y puedes montar una buena pataleta si lo hace alguien de tu alrededor. Desde hace tiempo estás más necesitado de afecto y atención de los demás, como si faltase algo en dentro de ti. Analiza porqué...
acuario	2011-01-04	Organiza una salida e incluye en ella, a los más pequeños de la casa. La diversión será la nota dominante. El poder sacar tu niño interior y contrastarlo con los peques que te acompañen te permitirá divertirte sin complejos, y reírte hasta de las situaciones más serias.
piscis	2011-01-04	El hecho es eres bastante posesivo, un rasgo de tu carácter que necesitarás controlar. Si deseas de verdad una relación que perdure, tienes que liberarte de tu celos tan exagerados y permitir que la otra persona tenga más libertad. Con tu actitud sólo consigues ahogar la relación.
aries	2011-01-05	Tu optimismo no estará muy alto, pues tendrás que resolver varios asuntos. Por un lado tendrás que hacer un sacrificio de índole económica en pro de otra persona que necesita de tu ayuda. Y por otro lado, tendrás que mezclar sabiamente los ingredientes del amor para cuidar tu relación.
tauro	2011-01-05	Lo único que te falta es que termines el mes rodeado de laureles y de reconocimiento por los que te rodea. Ama, libérate de ataduras, sé feliz y sigue mirando la vida con optimismo. Todo te sonríe así que no pienses en negativo, creyendo que después vendrá todo lo malo.
geminis	2011-01-05	Habrá muy pocas personas que puedan plantarte cara en una discusión si no tienen la esperanza de rebatir tus argumentos con facilidad. Hoy tus juicios de valor serán mordaces y hábiles y gozarán de una exposición clara. Dirás las cosas de forma directa e irás al grano.
cancer	2011-01-05	Es un día perfecto, para pensar y meditar que es lo que quieres hacer con tu vida, con tu pareja, con tus amigos. Es una tarea que llevas demorando mucho tiempo y ya es hora de que te sentientes y pienses. Tómate el tiempo que necesites para reflexionar tranquilamente.
leo	2011-01-05	Una salida al campo con amigos con el fin de hacer unas rutas de senderismo, puede ser un plan perfecto en el que a todos os sentará de maravilla. No sólo haréis ejercicio o respirareis aire puro, sino también podréis disfrutar y relajaros de la rutina diaria.
virgo	2011-01-05	No te quedes en casa sin moverte. Hoy no puede ser mejor día para que puedas disfrutar con tus amigos y tu familia. Tienes que vencer la pereza, al principio te costará levantarte del sofá, pero luego agradecerás haber salido de casa y rodearte de la gente que te quiere.
libra	2011-01-05	No te gusta discutir con tus padres, tampoco con tus hijos, pero hay ocasiones en que no te puedes callar y saltas a la mínima que te provoquen. Toma ejemplo de uno de tus mejores amigos y disfruta de los pequeños momentos de la vida. No des tanta importancia a lo que no tiene.
escorpio	2011-01-05	La alegría es el mejor condimento para todos las recetas de la vida. Allí donde haya una sonrisa o una carcajada no tiene cabida el mal rollo ni el pesimismo. Así que no dudes en utilizar esta receta y compartirla con los demás. La vida te dará sorpresas.
sagitario	2011-01-05	Alguien muy especial entrará en tu vida y marcará un antes y después. Será alguien que te marcará profundamente y te aportará todo lo positivo en esta vida. Incluso podría ser la persona definitiva que comparta tu vida. Sólo tienes que disfrutar y confiar.
capricornio	2011-01-05	Una de las cosas más difíciles para el hombre es controlar sus gestos y disimular sus emociones en determinados ambientes en los que no interesa que la gente profundice en el interior de uno mismo. ¡Cuidado! Pues hoy tus gestos son como un libro abierto y te traicionan.
acuario	2011-01-05	El optimismo es una cualidad que debes explotar porque es un don especial que tienes. Tienes el poder de contagiar tu alegría y aumentar a los demás las ganas de vivir. Sabes lo que quieres y pelearás por ello. Hoy te sentirás especialmente despierto y animado.
piscis	2011-01-05	A veces los objetivos que uno se marca suelen estar muy elevados. Eso hace que los esfuerzos que hay que emplear para alcanzarlos sean grandes. Pero recuerda que si pones muy alto el listón y pretendes saltar con los ojos cerrados, procura tener las espaldas bien protegidas.
aries	2011-01-06	Te sientes con ganas de dar un paso más y de conseguir mayores éxitos para que nadie pueda evitar reconocértelos. Tus mejores armas serán la argumentación y el discernimiento. Dialécticamente hablando serás difícil de derrotar, así que utiliza estas herramientas en tu trabajo.
tauro	2011-01-06	Hoy tendrás una gran agilidad mental, pero escogerás un dirección equivocada y lo usarás para dar críticas muy duras a las personas que se topen delante de ti. Tus comentarios serán como un látigo castigador y no te darás cuenta que herirás sus sentimientos.
geminis	2011-01-06	Hoy te sientes un digno sucesor y heredero de tus antepasados y desearás continuar su ejemplo en todo aquello que te parezca digno de ser imitado. Incluso inculcarás los valores y las tradiciones familiares a tus hijos. Recupera las fotos del pasado del baúl de los recuerdos.
cancer	2011-01-06	Hay varias cosas que se te darán especialmente bien en estos momentos. Aconsejar monetariamente a otros y custodiar sus ahorros, es una de ellas. Y la otra es que tendrás la capacidad y la energía necesaria para realizar un buen trabajo. No dudes en ofrecer tu ayuda.
leo	2011-01-06	Después de un largo tiempo de desmotivación, en estos momentos sí te sientes a gusto en el trabajo y le dedicas tiempo y ganas a todas tus tareas. Disfrutas de los proyectos, del trabajo en equipo con tus compañeros e incluso con tu jefe. Intenta siempre encontrar el lado positivo.
virgo	2011-01-06	Para bien, casi siempre, tu pareja forma parte de ti, casi como una segunda piel y te absorbe completamente tu vida. Pero tienes que ser consciente que te está creando mucha dependencia y que si las mantienes durante mucho tiempo, luego no sabrás vivir sin la otra persona.
libra	2011-01-06	No puedes evitarlo: siempre estas comprando ya que las cosas materiales te dan seguridad. No es que seas una especie de tío Gilito, pero sí te gusta estar rodeado de cosas y poseer el máximo numero de cosas. Pero si no quieres gastar todos tus ahorros debes controlarte.
escorpio	2011-01-06	Estás incomodo en tu trabajo y las explicaciones superficiales que te dan sobre la situación actual de la empresa te hacen desconfiar. Tal vez te estén intentado engañar y eso te rebela, te hace buscar la verdad. Estate atento a todo lo que ocurra a tu alrededor.
sagitario	2011-01-06	Eres muy generoso y te gusta compartir lo que sabes. Es más, te gusta aprender cosas nuevas para poder enseñárselas a los demás, no por presunción sino por bondad. Pero este comportamiento tuyo, puede crear entre tus compañeros de trabajo, sentimientos de envidia. Ten cuidado.
capricornio	2011-01-06	Con un análisis profundo y aplicando una metodología más eficiente puedes llegar a obtener grandes resultados. Tu mente está en plena efervescencia y eso se nota en tu cara, la de alguien despierto y atento a las nuevas oportunidades que te puede ofrecer tu trabajo.
acuario	2011-01-06	Te manejas como pez en el agua tanto dentro de tu círculo social como dentro de tu circulo profesional. Sabes integrarte sin problemas con las personas que te rodeas, aunque la forma de pensar de unos y otros no sean muy parecidas, gracias a tu don de saber escuchar.
piscis	2011-01-06	Llevarte los deberes a casa es algo que no sólo no te desagrada en estos momentos sino que te hace sentirte más útil en el trabajo. Sabes que en esta época, todos debemos de arrimar el hombro y tu no ibas a ser menos. Tu esfuerzo valdrá la pena y ganarás en eficacia y solvencia.
aries	2011-01-07	Modera tus pretensiones profesionales y caminarás con más ligereza. No arrojes sobre ti cargas ni ambiciones demasiado pesadas porque avanzarás más lento y te será más complicado conseguir tus objetivos. Tienes que ser un poco más realista con tus capacidades.
tauro	2011-01-07	Ten cuidado con tu actitud, seguro que tanto optimismo y excesiva seguridad te conducirá a sobreestimar esta racha de buena suerte y a confiarte en exceso. No bajes la guardia y sigue trabajando como siempre. Sólo así podrás mantener esta situación por mucho tiempo.
geminis	2011-01-07	No te dejes seducir por personas que te quieren envolver en relaciones poco claras. Evita los engaños amorosos, tanto aquellos en los que tú eres la víctima como aquellos otros que puedes ocasionar tú mismo. Sea como fuere, el principal perjudicado siempre serás tú.
cancer	2011-01-07	Durante un par de días recibirás claras percepciones de lo que puede ocurrir en el futuro más inmediato en tu trabajo. Serás como tu propio vidente si sabes orientarte por tu intuición. Quieres llegar lejos, sentirte cerca de la cima y que tu trabajo sea reconocido.
leo	2011-01-07	¡Necesitas descansar mas y pronto! Tu cuerpo y mente está a su máximo nivel y con este ritmo tan elevado no llegarás a las vacaciones. Necesitarás más días para poder conseguir desconectar y poder relajarte. Busca momentos de descanso y relajación los fines de semana.
virgo	2011-01-07	Aparentemente, habrá muy pocas situaciones que escapen a tu sabio juicio y a tu certero análisis. Incluso, no te importa dar consejo si te lo piden. Hoy es un día adecuado para dejar claro al mundo cuáles son los valores morales que marcan tu vida y guían tus actos.
libra	2011-01-07	Quieres comenzar una relación seria pero te asusta cambiar tu estatus. Te habías acostumbrado a la vida del soltero, con tus manías y tus costumbres, pero sin embargo, esa persona que ha llegado a tu vida, ha tocado tu corazón, y ya no puedes controlar tus sentimientos.
escorpio	2011-01-07	Cuida tu dieta, toma vitaminas y protégete de los resfriados que tanto molestan ahora con el buen tiempo. La clave está en que intentes mantener un ritmo de vida equilibrado y saludable, cuidándote de los excesos que puedas cometer el fin de semana.
sagitario	2011-01-07	A veces nos olvidamos de lo afortunados que somos y nos quejamos sin motivos. No vemos lo que tenemos delante de nuestras narices. Hoy te darás cuenta de todo lo que te rodea, de la suerte que tienes y lo feliz que eres. Volverás a apreciar de los placeres sencillos de la vida.
capricornio	2011-01-07	No permitas que se aprovechen de esta manera contigo. Una cosa es que te pidan favores, y otra cosa es que tu tengas que hacer grandes sacrificios cuando los demás no están haciendo nada. Tienes que aprender a decir que no y rechazar aquellas tareas que no son de tu obligación.
acuario	2011-01-07	Eres una persona que convierte en una rutina tan sencilla como es una cena, en algo especial. Y aunque hoy tengas un poco de dolor de cabeza, quizás debido al cansancio, disfrutarás de un día especial con tu familia. Sobre todo si tienes hijos pequeños, pasarás un momento entrañable.
piscis	2011-01-07	Hoy te va a tocar revisar tu cuenta y vas a reflexionar sobre ciertos gastos que no tenías previsto hacer en este momento. Por una parte sabes que son prescindibles y superfluos, pero por otra parte, necesitas darte esos caprichos que tanto te mereces.
aries	2011-01-08	Hoy presenciarás muchas injusticias. Al principio del día sólo te molestará, pero cuando finalice el día, acabarás odiando la sociedad en el que vives. Pero lo peor será, que lo pagarás con las personas que te rodean. Controla tu genio y no pagues tu malhumor con los que te quieren.
tauro	2011-01-08	En lo que se refiere a tu vida romántica y sentimental, debes de buscar una persona que te pueda ofrecer una relación completa, una relación que prometa una satisfacción plena en todos los niveles: físico, emocional y espiritual. Sólo así podrás conseguir una relación duradera.
geminis	2011-01-08	Hoy serás el centro de atención y no pasarás desapercibido. Algunas personas sentirán una atracción irresistible hacia ti, como si un imán las atrajera. Otros, sin embargo, tendrán miedo de ser devorados y rehuirán de ti como si representaras una fuerza peligrosa.
cancer	2011-01-08	Tu mundo emocional es tan profundo que no parece tener fondo, pero también es propenso a períodos de crisis, como el que puedes sufrir hoy. Debes intentar controlar tus emociones para que ellos no te dominen a ti. Dale la vuelta a la tortilla y conviértelo en algo ventajoso para ti.
leo	2011-01-08	Utiliza tus recursos innatos como tu sentido de la justicia o tu gran tacto diplomático, para conseguir todo lo que quieres. Quizás tiendas a obsesionarte con el dinero, pero solo así podrás conseguir todas aquellas cosas que deseas. Pero a la vez conseguirás bienestar.
virgo	2011-01-08	Hoy tienes el don de atraer lo que necesitas o lo que quieres, y no sería sorprendente si te llegasen ingresos extras por varias vías, como pueden ser las actividades artísticas, la venta de productos o cosas por el estilo. Así que no dejes de pasar este día, y aprovéchalo.
libra	2011-01-08	Hoy buscas todo tipo de relación humana, incluso aquellas que no son aceptadas por la sociedad, ya que necesitas explorar la vida en todas sus dimensiones. Necesitas despegarte de lo antiguo y tener nuevas experiencias, pero no te sientes totalmente libre y te sentirás culpable.
escorpio	2011-01-08	Tu dificultad para afrontar la realidad aumenta tus problemas en tus relaciones personales, porque la gente nunca sabe cómo vas a reaccionar. Pero será tu pareja quien sea la mas perjudicada con tu forma de actuar. Debes madurar e intentar no hacer daño a los que más te quieren.
sagitario	2011-01-08	Se cierran algunos acuerdos que hace tiempo tenías pendientes con otras personas. Además el que las cosas te vayan tan bien te da más energía para continuar. Busca la claridad en la relación con tu pareja, y olvídate de las cosas que sólo consiguen liarte más.
capricornio	2011-01-08	Subestimas tu potencial profesional pensando que los demás están más cualificados que tú. No obstante, tus superiores te recordarán tu valía gracias a tu buen hacer continuo. Trabajas con dedicación, sin riesgo de que otros te distraigan o que se aprovechen de ti.
acuario	2011-01-08	Tienes energía e ideas de sobra para poder sacarle más rendimiento a tu economía. Pero para tener una mejor economía debes conocer a gente que te pueda ayudar y contarles tus ideas. Vas a notar que tu pareja sentimental comprende mejor tus sentimientos.
piscis	2011-01-08	Has estado bastante tiempo desconectado de tu familia, ya sea porque hayas estado viviendo lejos de tu hogar o sea porque te habías alejado de ellos por una discusión, pero hoy tendréis un bonito acercamiento que renovará vuestra relación. No dudes en expresar tus sentimientos.
aries	2011-01-09	Es un buen momento para pensar en el futuro, en el ámbito económico y personal, sobre todo para poder mejorar en tu actual actividad profesional. Quizás el problema sea que no eres muy objetivo cuando reflexionas sobre tu futuro. ¿Por qué no lo hablas con alguien de confianza?
tauro	2011-01-09	Tiendes a exigir demasiado en el trabajo sin ofrecer nada a cambio. No te importa seguir pidiendo con tal de lograr tus propósitos pues temes perder tu trabajo. Si fueses un poco más sincero y contases tus preocupaciones, llegarías más lejos que con la actitud que tienes ahora.
geminis	2011-01-09	Tendrás desacuerdos con tu pareja. Contrólate y deja pasar este momento tenso. La calma volverá antes de lo que tu piensas. El mejor modo de superarlo será hacer aquello que os haga disfrutar a ambos. Si estas soltero, ocúpate de tu vida social e intenta dejar de lado los demás asuntos.
cancer	2011-01-09	Una persona de muy cercana a tu círculo de amistad esta enamorándose de ti en silencio, es alguien que por mucho tiempo te ha brindado su amistad y que ahora te mira con otros ojos. Si abrieses más tu corazón, verías en esa persona a alguien con quien compartir tu vida.
leo	2011-01-09	Comienzas un gran periodo en el que la evolución profesional será muy importante. Además, deberías aprovechar tus buenas relaciones en el plano social tanto para tu ámbito personal como para el laboral, no te arrepentirás de los resultados que obtendrás.
virgo	2011-01-09	Este será un día ideal para todo lo relacionado con las leyes, la administración o la política, te dediques profesionalmente a ello o no. En general, estás viviendo una época agradable, así que utiliza esta buena racha para iniciar nuevos estudios, para pedir becas, etc.
libra	2011-01-09	Eres muy trabajador y no retrocedes ante ninguna tarea por muy compleja que sea. Además eres muy organizado y eficaz, por eso eres capaz de resolver los problemas en poco tiempo. Estas características te ayudarán a superar las situaciones adversas que te puedes encontrar.
escorpio	2011-01-09	Hoy no será un buen día para las negociaciones de ningún tipo, así que deberías evitarlas en la medida de lo posible. Si recibes malas contestaciones de parte de otras personas, no respondas de la misma manera. Lo mejor es que guardes la calma y que seas prudente.
sagitario	2011-01-09	Siempre tomas el rumbo correcto a tu vida profesional, por lo que ahora es de esperar que sepas continuar en ese sentido y que no te pierdas por el camino, aunque resulte complicado hacerlo. Si te desvías del camino marcado, corres el riesgo de sufrir un percance bastante desastroso.
capricornio	2011-01-09	Hoy despertarás pasiones vayas donde vayas, y avivarás sentimientos que parecían ya apagados, en definitiva, tendrás todas las bazas para atrapar el corazón de tu media naranja. Incluso podrías llegar a comprometerte seriamente. ¡Aunque esto sería casi un milagro!
acuario	2011-01-09	Parece que hoy crece tu optimismo y tu autoconfianza. Sientes la capacidad de esforzarte más, mostrando gran interés en desarrollar tu búsqueda profesional. Podrás adquirir nuevas ideas o técnicas que te ayudarán en el trabajo y te crearán novedosas perspectivas.
piscis	2011-01-09	Otorgas mucha importancia a tu faceta afectiva y tus desavenencias emocionales te hacen daño a nivel físico, sintiéndote decaído anímica y físicamente. Realizar alguna actividad que te permita liberar tensiones, te sentirás más relajado, con menos estrés y en armonía con tu interior.
aries	2011-01-10	Hoy estarás emocionalmente inestable, susceptible a los comentario y las criticas. Lo mejor será que te distraigas con la lectura o algún pasatiempo que te haga olvidar los pensamientos negativos. Evita diálogos importantes con tu pareja o amigos, hasta que pase la tormenta.
tauro	2011-01-10	Sería interesante que dejaras hablar a tu corazón. Déjale expresarse y te sentirás liberado. Hoy tu mente gobernará tus corazonadas, algo que no suele ser muy habitual en ti y que es totalmente contrario a tu tendencia natural. Cuida tu tensión y realiza actividad física.
geminis	2011-01-10	Debes revisar todos los detalles y la letra pequeña en el contrato que te pueden ofrecer. Tú sabes lo que quieres y no tienes por qué apresurarte a firmar nada que no te convenza. Cuando hay dinero en medio es indispensable tenerlo todo escrito legalmente.
cancer	2011-01-10	Varios cambios y contratiempos te exigirán muchas modificaciones en tus planes y propósitos iniciales, una circunstancia que no te gustará mucho porque implicará mucha improvisación. Deberás hacer un gran esfuerzo para ir adaptándote a las nuevas circunstancias.
leo	2011-01-10	Llénate de valor y toma una decisión importante en tu vida sentimental. No puedes seguir siendo objeto de manipulaciones por tu pareja. Termina esta situación de dependencia emocional hoy mismo. Tienes que aceptar que no puedes tenerlo todo siempre bajo control.
virgo	2011-01-10	Cuando es cuestión de dialogar, siempre es mejor empezar cuanto antes y no dejarse nada en el tintero. Te sentirás inspirado y te expresarás con claridad. Parecerá que te están soplando las mejores palabras al oído para que seas escuchado correctamente por la otra persona.
libra	2011-01-10	Hoy es un día favorable para crecer y poner los nuevos planes en acción, para los negocios y también para los asuntos jurídicos. La suerte te rodea por todas partes, pero tu tienes que hacer que ocurra. No te quedes esperando que venga a tu encuentro.
escorpio	2011-01-10	Desarrollas una capacidad muy interesante, camaleónica podríamos decir, para adaptarte al mundo laboral que te rodea y dar lo que se te pide en cada momento. Te rehaces constantemente con tal de cumplir las expectativas que otros han puesto en ti. Así siempre tendrás trabajo.
